listing_id,source,district,ubigeo,address,urbanization,price_soles,area_m2,price_per_m2,rooms,bathrooms,parking,maintenance_fee,photos_count,district_median_price_m2,baseline_price_soles,opportunity_score_baseline,bcrp_price_m2_usd,bcrp_price_rent_ratio,proyectos_nuevos_distrito,unidades_nuevas_distrito,crime_index_zone,crime_trend_zone,urban_convenience_index,zone_composite_index,idh_2019,pct_pobreza_total
148571594,Urbania,JESUS MARIA,150113,Avenida Dos de Mayo al 1400,Jesús María,1713000.0,206.0,8315.533980582524,3,2,2,0.0,1,7389.0,1522134.0,-0.125,2102.95,,7,372,0.296,estable,0.512,0.608,0.837189592782548,0.519235
149855145,Urbania,JESUS MARIA,150113,"Av. San Felipe N° 1079, Jesús Maria",Jesús María,1735000.0,300.0,5783.333333333333,4,6,1,700.0,1,7389.0,2216700.0,0.217,2102.95,,7,372,0.296,estable,0.512,0.608,0.837189592782548,0.519235
149517554,Urbania,JESUS MARIA,150113,Av. San Felipe 1079,Salaverry Et.2,1750000.0,300.0,5833.333333333333,4,6,1,700.0,1,7389.0,2216700.0,0.211,2102.95,,7,372,0.296,estable,0.512,0.608,0.837189592782548,0.519235
149793231,Urbania,JESUS MARIA,150113,Av. San Felipe 1079,Jesús María,1750000.0,300.0,5833.333333333333,4,6,1,700.0,1,7389.0,2216700.0,0.211,2102.95,,7,372,0.296,estable,0.512,0.608,0.837189592782548,0.519235
149541815,Urbania,JESUS MARIA,150113,Av. San Felipe 1079,Jesús María,1751000.0,300.0,5836.666666666667,4,7,1,0.0,1,7389.0,2216700.0,0.21,2102.95,,7,372,0.296,estable,0.512,0.608,0.837189592782548,0.519235
65737336,Urbania,LA MOLINA,150114,Pasaje Los Condes 1500,La Molina,225000.0,41.0,5487.804878048781,1,1,1,10.0,1,4943.0,202663.0,-0.11,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
91416266,Urbania,LA MOLINA,150114,JIRON. LURIN,Las Laderas De La Molina,265500.0,98.0,2709.183673469388,3,2,0,1.0,1,4943.0,484414.0,0.452,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147376404,Urbania,LA MOLINA,150114,Castilla la Vieja  al 100,La Molina,290700.0,110.0,2642.7272727272725,2,2,0,0.0,1,4943.0,543730.0,0.465,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149645929,Urbania,LA MOLINA,150114,AV. Separadora Industrial  Urb. Covima - LA Molina,La Molina,293000.0,91.0,3219.78021978022,2,1,0,0.0,1,4943.0,449813.0,0.349,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148920716,Urbania,LA MOLINA,150114,Madre de Dios,Santa Patricia Etapa Ii,306000.0,68.0,4500.0,2,1,0,20.0,1,4943.0,336124.0,0.09,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149323258,Urbania,LA MOLINA,150114,Madre De Dios 265,La Molina,306000.0,72.0,4250.0,2,1,0,150.0,1,4943.0,355896.0,0.14,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149758934,Urbania,LA MOLINA,150114,Los Sauces 500,La Molina,314000.0,102.0,3078.4313725490197,2,2,1,0.0,1,4943.0,504186.0,0.377,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148801623,Urbania,LA MOLINA,150114,Río Danubio,La Molina,335160.0,53.0,6323.773584905661,2,1,1,0.0,10,4943.0,261979.0,-0.279,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148229728,Urbania,LA MOLINA,150114,Calla Galileo Galilei 111 La Molina,La Molina,342720.0,96.0,3570.0,3,2,0,0.0,1,4943.0,474528.0,0.278,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149232937,Urbania,LA MOLINA,150114,LA MOLINA-MAYORAZGO-CERCA CONSTRUCTORES-DPTO. 4to. PISO-4D-3 BAÑOS- VISTA CALLE- 95 MIL $,Mayorazgo,355000.0,90.0,3944.4444444444443,4,3,0,200.0,1,4943.0,444870.0,0.202,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149880119,Urbania,LA MOLINA,150114,Armatambo 180,La Molina,360000.0,100.0,3600.0,3,2,1,0.0,1,4943.0,494300.0,0.272,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147781258,Urbania,LA MOLINA,150114,Jirón Huaca de la Luna La Molina,La Molina,364000.0,85.0,4282.35294117647,3,2,0,0.0,1,4943.0,420155.0,0.134,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
145624692,Urbania,LA MOLINA,150114,AV FLORA TRISTAN 333 LA MOLINA,Santa Patricia,370000.0,110.0,3363.6363636363635,3,3,0,0.0,1,4943.0,543730.0,0.32,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148547393,Urbania,LA MOLINA,150114,"C. Vilcabamba, La Molina",La Molina,373000.0,85.0,4388.235294117647,3,2,1,0.0,1,4943.0,420155.0,0.112,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149470750,Urbania,LA MOLINA,150114,Jiron Segovia  100,La Capilla,378000.0,94.0,4021.276595744681,2,2,0,0.0,1,4943.0,464642.0,0.186,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149176874,Urbania,LA MOLINA,150114,Calle Río Cauca 156,La Pradera,379350.0,94.0,4035.6382978723404,2,2,0,0.0,1,4943.0,464642.0,0.184,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149318773,Urbania,LA MOLINA,150114,Colmenares  - La Molina al 100,Las Colinas De La Molina,380254.0,84.0,4526.833333333333,3,2,0,80.0,1,4943.0,415212.0,0.084,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148448852,Urbania,LA MOLINA,150114,Venta De Departamento en La Molina en Avenida Separadora,La Molina,385000.0,100.0,3850.0,3,2,0,0.0,1,4943.0,494300.0,0.221,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148709481,Urbania,LA MOLINA,150114,Portada del Sol,Portada Del Sol Etapa I,391950.0,96.0,4082.8125,3,2,0,80.0,1,4943.0,474528.0,0.174,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148230086,Urbania,LA MOLINA,150114,"Jr. Machu Picchu 295, La Molina",Portada Del Sol Etapa Ii,402000.0,82.0,4902.4390243902435,3,2,1,0.0,10,4943.0,405326.0,0.008,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
146506054,Urbania,LA MOLINA,150114,"Calle Máncora Urb. San Remo, La Molina",San Remo,402000.0,99.0,4060.6060606060605,2,2,0,120.0,1,4943.0,489357.0,0.179,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147556571,Urbania,LA MOLINA,150114,Altura Corregidor CON Fresnos - Portada DEL SOL,La Molina,403300.0,68.0,5930.882352941177,2,2,0,0.0,1,4943.0,336124.0,-0.2,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149245916,Urbania,LA MOLINA,150114,Jr. Junín al 100,La Molina,406680.0,115.0,3536.3478260869565,3,2,0,50.0,1,4943.0,568445.0,0.285,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149462126,Urbania,LA MOLINA,150114,La Molina,Las Praderas De La Molina,407660.0,97.0,4202.680412371134,3,3,1,100.0,1,4943.0,479471.0,0.15,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
146767407,Urbania,LA MOLINA,150114,Jirón Los Incas 1,La Molina,408000.0,63.0,6476.190476190476,3,2,1,150.0,1,4943.0,311409.0,-0.31,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149751169,Urbania,LA MOLINA,150114,Calle Colmenares,La Molina,414000.0,92.0,4500.0,3,2,1,100.0,1,4943.0,454756.0,0.09,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149645389,Urbania,LA MOLINA,150114,Río Indo,Las Praderas De La Molina,419700.0,107.0,3922.429906542056,4,3,1,150.0,1,4943.0,528901.0,0.206,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149703524,Urbania,LA MOLINA,150114,Calle Paseo de los Condes 180,Las Lomas De La Molina Vieja,420000.0,116.0,3620.689655172414,3,2,1,100.0,1,4943.0,573388.0,0.268,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
4545470,Urbania,LA MOLINA,150114,Rio Sena,La Pradera,420900.0,84.0,5010.714285714285,3,2,0,0.0,1,4943.0,415212.0,-0.014,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147571470,Urbania,LA MOLINA,150114,ANDALUCIA 221,La Capilla,423000.0,70.0,6042.857142857143,3,1,0,85.0,1,4943.0,346010.0,-0.223,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148952905,Urbania,LA MOLINA,150114,Jr. Las Vascongadas,La Molina,435005.0,90.0,4833.388888888889,3,2,1,0.0,1,4943.0,444870.0,0.022,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147985071,Urbania,LA MOLINA,150114,Av. La Fontana,La Molina,438600.0,121.0,3624.793388429752,3,2,0,100.0,1,4943.0,598103.0,0.267,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149574172,Urbania,LA MOLINA,150114,Jr. Valladolid 450,La Capilla,446000.0,97.0,4597.938144329897,3,3,1,100.0,1,4943.0,479471.0,0.07,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
146940355,Urbania,LA MOLINA,150114,Calle Rio Ganges 105,La Pradera,450000.0,95.0,4736.8421052631575,2,2,1,0.0,1,4943.0,469585.0,0.042,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149383552,Urbania,LA MOLINA,150114,Río Rin,La Molina,450000.0,90.0,5000.0,3,3,2,160.0,1,4943.0,444870.0,-0.012,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147118689,Urbania,LA MOLINA,150114,Villareal de los infantes La Molina,Las Lomas De La Molina Vieja E Ii,451840.0,74.0,6105.945945945946,3,2,1,1.0,1,4943.0,365782.0,-0.235,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149850109,Urbania,LA MOLINA,150114,Huaca Del Sol 359,La Molina,459000.0,107.0,4289.719626168225,3,3,1,0.0,1,4943.0,528901.0,0.132,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148514869,Urbania,LA MOLINA,150114,Calle Santa Cruz de Tenerife 256,La Capilla,459000.0,97.0,4731.958762886598,3,2,1,0.0,1,4943.0,479471.0,0.043,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148549904,Urbania,LA MOLINA,150114,LAS LOMAS -DUPLEX-3 DORM.- MAS AMPLIA TERRAZA- FINOS ACABADOS-PARKE GRANDE- OPC: COCHERA- 135 MIL $,Las Lomas De La Molina Vieja,465000.0,110.0,4227.272727272727,3,2,1,130.0,1,4943.0,543730.0,0.145,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149653629,Urbania,LA MOLINA,150114,Calle Marcahuasi 174,Portada Del Sol Etapa Iii,465750.0,106.0,4393.867924528302,3,2,1,0.0,1,4943.0,523958.0,0.111,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
146767097,Urbania,LA MOLINA,150114,Jirón Machu Picchu 6,La Molina,466800.0,136.0,3432.3529411764707,2,1,1,0.0,9,4943.0,672248.0,0.306,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149147283,Urbania,LA MOLINA,150114,Chavin,La Molina,470000.0,121.0,3884.2975206611573,3,2,1,0.0,1,4943.0,598103.0,0.214,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149159849,Urbania,LA MOLINA,150114,Programa de Vivienda Las Viñas de La Molina II Ca. La Península,La Molina,479400.0,86.0,5574.418604651163,3,1,1,100.0,1,4943.0,425098.0,-0.128,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
145080459,Urbania,LA MOLINA,150114,Calle Rio Danubio Urb. Las Praderas,La Molina,480000.0,227.0,2114.5374449339206,3,2,0,0.0,10,4943.0,1122061.0,0.572,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148008656,Urbania,LA MOLINA,150114,Amplio Espacio y 20m2 Extras- 2 Estacionamientos - 4 Habitaciones. 2.5 Baños. sin Gastos de Mantenimiento,Portada Del Sol,482000.0,125.0,3856.0,3,2,0,0.0,1,4943.0,617875.0,0.22,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149772802,Urbania,LA MOLINA,150114,Jirón Nevado Alpamayo 157,La Molina,485110.0,89.0,5450.6741573033705,3,3,0,0.0,1,4943.0,439927.0,-0.103,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147789180,Urbania,LA MOLINA,150114,Av. El Corregidor N°1575  Dpto. 203,Sirius,485750.0,90.0,5397.222222222223,3,2,1,200.0,1,4943.0,444870.0,-0.092,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
146377688,Urbania,LA MOLINA,150114,Calle Huaca Media Luna,Portada Del Sol Etapa Iii,485750.0,164.0,2961.890243902439,3,3,1,0.0,10,4943.0,810652.0,0.401,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149898942,Urbania,LA MOLINA,150114,Calle Sta Margarita,La Molina,490000.0,140.0,3500.0,2,2,0,100.0,1,4943.0,692020.0,0.292,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149730433,Urbania,LA MOLINA,150114,Aprovisa,Aprovisa,493000.0,116.0,4250.0,3,2,1,0.0,1,4943.0,573388.0,0.14,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149257055,Urbania,LA MOLINA,150114,Av. Alameda Del Corregidor al 1500,Sirius,493000.0,90.0,5477.777777777777,3,3,1,175.0,1,4943.0,444870.0,-0.108,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148383948,Urbania,LA MOLINA,150114,calle colmenares 232,La Molina,493000.0,151.0,3264.900662251656,6,3,0,0.0,1,4943.0,746393.0,0.339,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148091915,Urbania,LA MOLINA,150114,Avenida Alameda del Corregidor 1575	 al 1500,Sirius,499150.0,91.0,5485.1648351648355,3,3,1,0.0,10,4943.0,449813.0,-0.11,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147060294,Urbania,LA MOLINA,150114,"FRUTICULTORES, 205",La Molina,500000.0,102.0,4901.9607843137255,3,2,1,170.0,1,4943.0,504186.0,0.008,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149513869,Urbania,LA MOLINA,150114,Calle la Cordillera 565,La Ensenada,500250.0,123.0,4067.0731707317073,3,2,0,60.0,1,4943.0,607989.0,0.177,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149401447,Urbania,LA MOLINA,150114,Micaela Bastidas  al 100,La Molina,502500.0,79.0,6360.7594936708865,3,2,1,0.0,1,4943.0,390497.0,-0.287,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148629619,Urbania,LA MOLINA,150114,Los Mochicas  al 100,Alameda De Los Corregidores,502500.0,84.0,5982.142857142857,3,2,1,230.0,1,4943.0,415212.0,-0.21,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149151788,Urbania,LA MOLINA,150114,Ishpingos al 200,La Molina,503200.0,104.0,4838.461538461538,2,2,0,80.0,10,4943.0,514072.0,0.021,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149276189,Urbania,LA MOLINA,150114,Jirón Lurín 591,La Molina,504000.0,107.0,4710.280373831775,2,2,1,0.0,1,4943.0,528901.0,0.047,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148378882,Urbania,LA MOLINA,150114,El Mástil,La Molina,504000.0,90.0,5600.0,3,3,1,0.0,10,4943.0,444870.0,-0.133,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148699157,Urbania,LA MOLINA,150114,Calle Máncora al 200,El Sol De La Molina Et.1,509365.0,115.0,4429.260869565217,3,3,1,250.0,1,4943.0,568445.0,0.104,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149273014,Urbania,LA MOLINA,150114,Jr. Alameda de los Virreyes al 300,La Molina,510000.0,116.0,4396.551724137931,3,2,1,160.0,1,4943.0,573388.0,0.111,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148834481,Urbania,LA MOLINA,150114,Teruel,La Capilla,512560.0,135.0,3796.740740740741,3,3,0,0.0,1,4943.0,667305.0,0.232,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
146746251,Urbania,LA MOLINA,150114,Calle río. Mapocho 178,Las Praderas De La Molina,518000.0,116.0,4465.517241379311,3,3,1,60.0,1,4943.0,573388.0,0.097,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147210598,Urbania,LA MOLINA,150114,"Alameda del Corregidor 15, 2, Urb Sirius, La Molina",Sirius,522000.0,96.0,5437.5,3,2,1,175.0,1,4943.0,474528.0,-0.1,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148771706,Urbania,LA MOLINA,150114,muy cerca a parque,Las Lomas De La Molina Vieja,525000.0,110.0,4772.727272727273,3,2,1,250.0,1,4943.0,543730.0,0.034,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
146767625,Urbania,LA MOLINA,150114,"Jr. José Antonio 2, La Molina",La Molina,525000.0,92.0,5706.521739130435,3,3,1,110.0,1,4943.0,454756.0,-0.154,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149334775,Urbania,LA MOLINA,150114,Miami 10,El Sol De La Molina Et.1,527000.0,120.0,4391.666666666667,4,2,1,140.0,1,4943.0,593160.0,0.112,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147528103,Urbania,LA MOLINA,150114,Cruz de tenerife,La Capilla,533800.0,110.0,4852.727272727273,3,2,2,0.0,1,4943.0,543730.0,0.018,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149862995,Urbania,LA MOLINA,150114,"Calle LAS Palmas  104, Urb. LA Capilla",La Capilla,534405.0,107.0,4994.439252336449,3,2,0,0.0,1,4943.0,528901.0,-0.01,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148814983,Urbania,LA MOLINA,150114,Av. Javier Prado Este,Covima,534750.0,105.0,5092.857142857143,3,2,1,180.0,1,4943.0,519015.0,-0.03,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148955329,Urbania,LA MOLINA,150114,Los Aromos 531,El Remanso,536000.0,93.0,5763.440860215053,2,1,0,0.0,1,4943.0,459699.0,-0.166,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148207383,Urbania,LA MOLINA,150114,"Jr. Cusco 199, La Molina 15024",La Molina,537600.0,145.0,3707.5862068965516,3,2,0,0.0,1,4943.0,716735.0,0.25,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149484106,Urbania,LA MOLINA,150114,Av. Los Fresnos 804,La Molina,543000.0,139.0,3906.4748201438847,2,3,1,0.0,1,4943.0,687077.0,0.21,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148481402,Urbania,LA MOLINA,150114,detras de Facultad de ingenieria de la Univ San Martin,Santa Patricia Etapa Ii,548550.0,108.0,5079.166666666667,3,2,1,120.0,1,4943.0,533844.0,-0.028,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149312371,Urbania,LA MOLINA,150114,Alameda del Corregidor 1575,Sirius,550000.0,98.0,5612.244897959184,3,3,1,200.0,1,4943.0,484414.0,-0.135,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149452694,Urbania,LA MOLINA,150114,Calle Montevideo,Santa Patricia I-etapa,552000.0,98.0,5632.65306122449,3,2,1,110.0,1,4943.0,484414.0,-0.14,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149871592,Urbania,LA MOLINA,150114,CALLE SAN MARTIN  290,Santa Patricia Ii-etapa,552000.0,88.0,6272.727272727273,3,2,0,50.0,1,4943.0,434984.0,-0.269,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148492467,Urbania,LA MOLINA,150114,Río Amarillo,La Molina,553000.0,183.0,3021.8579234972676,4,3,1,0.0,1,4943.0,904569.0,0.389,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
143776550,Urbania,LA MOLINA,150114,"JR RICARDO PALMA 131, LA MOLINA",La Molina,555000.0,90.0,6166.666666666667,3,3,1,56.0,1,4943.0,444870.0,-0.248,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148210635,Urbania,LA MOLINA,150114,Av LA ARBOLEDA xxx - 2xx,Remanso,556800.0,92.0,6052.173913043478,2,2,1,250.0,1,4943.0,454756.0,-0.224,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149360065,Urbania,LA MOLINA,150114,La Molina,La Molina,561000.0,67.0,8373.134328358208,2,1,2,390.0,1,4943.0,331181.0,-0.694,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148678613,Urbania,LA MOLINA,150114,Calle Río Misuri,Las Praderas De La Molina,561000.0,114.0,4921.0526315789475,3,2,0,30.0,1,4943.0,563502.0,0.004,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149408071,Urbania,LA MOLINA,150114,Jr. Las Higueras 175,La Molina,562650.0,92.0,6115.760869565217,3,2,1,350.0,1,4943.0,454756.0,-0.237,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147907590,Urbania,LA MOLINA,150114,"Alameda del Corregidor 15, Piso 1, Urb Sirius, La Molina",Sirius,569250.0,102.0,5580.882352941177,3,2,1,0.0,1,4943.0,504186.0,-0.129,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148597513,Urbania,LA MOLINA,150114,calle Los Bananos N°140 Dpto .20X,Los Cactus,569500.0,99.0,5752.525252525253,3,2,2,400.0,1,4943.0,489357.0,-0.164,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
4561220,Urbania,LA MOLINA,150114,Calle Los Bambues  440,Sirius,570000.0,104.0,5480.7692307692305,3,2,1,100.0,1,4943.0,514072.0,-0.109,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147146236,Urbania,LA MOLINA,150114,Jr. Valladolid 175,La Capilla,570000.0,101.0,5643.564356435643,3,2,0,0.0,1,4943.0,499243.0,-0.142,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
145885915,Urbania,LA MOLINA,150114,Jr. Tacna 180,La Molina,572360.0,83.0,6895.903614457831,3,2,1,0.0,1,4943.0,410269.0,-0.395,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149351743,Urbania,LA MOLINA,150114,Avenida Corregidor al 2100,Alameda De Los Corregidores,572880.0,101.0,5672.079207920792,4,4,1,0.0,1,4943.0,499243.0,-0.147,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149608673,Urbania,LA MOLINA,150114,Jr. de Los Conquistadores,Las Lomas De La Molina Vieja,574600.0,102.0,5633.333333333333,3,2,1,120.0,1,4943.0,504186.0,-0.14,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149297132,Urbania,LA MOLINA,150114,Avenida Flora Tristán 215,La Molina,577473.0,118.0,4893.838983050848,3,3,1,0.0,1,4943.0,583274.0,0.01,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
147053511,Urbania,LA MOLINA,150114,muy cerca a parque,Las Lomas De La Molina Vieja,582960.0,110.0,5299.636363636364,3,2,2,200.0,1,4943.0,543730.0,-0.072,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149898948,Urbania,LA MOLINA,150114,Calle Vegas del Condado,La Molina,584500.0,102.0,5730.392156862745,3,3,1,350.0,1,4943.0,504186.0,-0.159,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149050472,Urbania,LA MOLINA,150114,"Avenida Raul Ferrero N 2, Piso 3,  Urb. La Estancia, La Molina",La Estancia,586250.0,120.0,4885.416666666667,4,4,2,0.0,1,4943.0,593160.0,0.012,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148623345,Urbania,LA MOLINA,150114,Calle Andalucia,La Molina,586500.0,135.0,4344.444444444444,5,4,0,0.0,1,4943.0,667305.0,0.121,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
148825617,Urbania,LA MOLINA,150114,Segovia,La Molina,589000.0,200.0,2945.0,4,4,1,0.0,1,4943.0,988600.0,0.404,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
146767672,Urbania,LA MOLINA,150114,"Jose Antonio 270, Parque Monterrico La Molina",La Molina,592000.0,96.0,6166.666666666667,3,3,1,130.0,1,4943.0,474528.0,-0.248,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149773328,Urbania,LA MOLINA,150114,calle Leon 185,La Molina,593300.0,99.0,5992.929292929293,3,3,1,0.0,1,4943.0,489357.0,-0.212,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149830701,Urbania,LA MOLINA,150114,"Urb. LA Capilla , Jr.segovia 100, LA Molina",La Molina,594000.0,230.0,2582.608695652174,4,3,1,25.0,1,4943.0,1136890.0,0.478,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149791091,Urbania,LA MOLINA,150114,Jirón Paseo de los Condes  al 100,La Molina,595000.0,205.0,2902.439024390244,3,2,1,0.0,10,4943.0,1013315.0,0.413,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149516781,Urbania,LA MOLINA,150114,Av. La Molina cdra. 33,Las Lagunas De La Molina,595000.0,95.0,6263.1578947368425,2,3,2,350.0,1,4943.0,469585.0,-0.267,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
146768025,Urbania,LA MOLINA,150114,"Calle Jose de la Torre Ugarte 1, La Molina",La Molina,597600.0,142.0,4208.450704225352,3,2,1,1.0,1,4943.0,701906.0,0.149,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149490134,Urbania,LA MOLINA,150114,LOS Mecanicos  100,La Molina,599650.0,92.0,6517.934782608696,1,2,1,0.0,10,4943.0,454756.0,-0.319,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
149580038,Urbania,LA MOLINA,150114,Río Don 178,Las Praderas De La Molina,600000.0,208.0,2884.6153846153848,4,2,2,100.0,1,4943.0,1028144.0,0.416,1510.42,,1,6,0.227,estable,0.08,0.426,0.845216614825386,1.168268
