ANIO,MES,DPTO_HECHO_NEW,PROV_HECHO,DIST_HECHO,UBIGEO_HECHO,P_MODALIDADES,cantidad
2025,4,LIMA METROPOLITANA,LIMA,SANTA MARIA DEL MAR,150138,Otros,1
2025,4,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Robo,72
2025,4,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Secuestro,2
2025,4,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,70106,Estafa,16
2025,4,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Secuestro,2
2025,4,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Violencia contra la mujer e integrantes,356
2025,5,LIMA METROPOLITANA,LIMA,ANCON,150102,Extorsión,12
2025,5,LIMA METROPOLITANA,LIMA,ATE,150103,Secuestro,2
2025,5,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,70102,Otros,60
2025,5,PROV. CONST. DEL CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,70103,Hurto,8
2025,5,LIMA METROPOLITANA,LIMA,COMAS,150110,Hurto,238
2025,5,LIMA METROPOLITANA,LIMA,COMAS,150110,Secuestro,1
2025,5,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Extorsión,8
2025,5,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Secuestro,2
2025,5,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Extorsión,13
2025,5,LIMA METROPOLITANA,LIMA,LIMA,150101,Extorsión,133
2025,5,LIMA METROPOLITANA,LIMA,LINCE,150116,Estafa,22
2025,5,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Violencia contra la mujer e integrantes,338
2025,5,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Violencia contra la mujer e integrantes,86
2025,5,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Secuestro,1
2025,5,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Extorsión,6
2025,5,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Robo,32
2025,5,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Secuestro,1
2025,5,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Extorsión,2
2025,5,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Hurto,186
2025,6,LIMA METROPOLITANA,LIMA,ANCON,150102,Estafa,2
2025,6,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,70101,Violencia contra la mujer e integrantes,464
2025,6,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Hurto,147
2025,6,LIMA METROPOLITANA,LIMA,COMAS,150110,Secuestro,2
2025,6,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Extorsión,5
2025,6,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Otros,136
2025,6,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Robo,8
2025,6,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Estafa,21
2025,6,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Robo,52
2025,6,LIMA METROPOLITANA,LIMA,LURIN,150119,Hurto,34
2025,6,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Extorsión,16
2025,6,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Robo,15
2025,6,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Otros,16
2025,6,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Violencia contra la mujer e integrantes,41
2025,6,LIMA METROPOLITANA,LIMA,RIMAC,150128,Otros,353
2025,6,LIMA METROPOLITANA,LIMA,RIMAC,150128,Robo,54
2025,6,LIMA METROPOLITANA,LIMA,RIMAC,150128,Violencia contra la mujer e integrantes,168
2025,6,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Otros,25
2025,6,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Estafa,39
2025,6,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Robo,78
2025,6,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Secuestro,2
2025,6,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Robo,17
2025,6,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Hurto,402
2025,6,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Hurto,206
2025,6,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Otros,384
2025,6,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Hurto,177
2025,7,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Violencia contra la mujer e integrantes,29
2025,7,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,70102,Violencia contra la mujer e integrantes,33
2025,7,LIMA METROPOLITANA,LIMA,BREÑA,150105,Hurto,141
2025,7,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Hurto,172
2025,7,PROV. CONST. DEL CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,70103,Otros,16
2025,7,LIMA METROPOLITANA,LIMA,CHACLACAYO,150107,Secuestro,1
2025,7,LIMA METROPOLITANA,LIMA,CHORRILLOS,150108,Otros,312
2025,7,LIMA METROPOLITANA,LIMA,CHORRILLOS,150108,Violencia contra la mujer e integrantes,206
2025,7,LIMA METROPOLITANA,LIMA,CIENEGUILLA,150109,Violencia contra la mujer e integrantes,21
2025,7,LIMA METROPOLITANA,LIMA,COMAS,150110,Otros,480
2025,7,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Extorsión,12
2025,7,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Secuestro,2
2025,7,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Secuestro,1
2025,7,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Estafa,22
2025,7,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Extorsión,11
2025,7,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Hurto,160
2025,7,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Secuestro,1
2025,7,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Estafa,40
2025,7,LIMA METROPOLITANA,LIMA,LINCE,150116,Hurto,79
2025,7,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Extorsión,36
2025,7,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Otros,349
2025,7,LIMA METROPOLITANA,LIMA,LURIN,150119,Extorsión,7
2025,7,LIMA METROPOLITANA,LIMA,LURIN,150119,Hurto,31
2025,7,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Secuestro,1
2025,7,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Robo,15
2025,7,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Estafa,25
2025,7,LIMA METROPOLITANA,LIMA,RIMAC,150128,Robo,62
2025,7,LIMA METROPOLITANA,LIMA,RIMAC,150128,Violencia contra la mujer e integrantes,160
2025,7,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Extorsión,7
2025,7,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Hurto,534
2025,7,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Secuestro,1
2025,7,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Hurto,473
2025,7,LIMA METROPOLITANA,LIMA,SANTA ROSA,150139,Otros,11
2025,7,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Estafa,17
2025,7,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,70106,Estafa,17
2025,8,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,70102,Estafa,7
2025,8,LIMA METROPOLITANA,LIMA,CHACLACAYO,150107,Otros,70
2025,8,LIMA METROPOLITANA,LIMA,CHORRILLOS,150108,Hurto,135
2025,8,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Violencia contra la mujer e integrantes,192
2025,8,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Extorsión,6
2025,8,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Estafa,38
2025,8,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Robo,20
2025,8,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Secuestro,2
2025,8,PROV. CONST. DEL CALLAO,CALLAO,MI PERU,70107,Otros,27
2025,8,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Extorsión,5
2025,8,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Otros,283
2025,8,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Hurto,55
2025,8,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Robo,22
2025,8,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Secuestro,1
2025,8,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Violencia contra la mujer e integrantes,8
2025,8,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Extorsión,3
2025,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Robo,271
2025,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Secuestro,2
2025,8,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Estafa,20
2025,8,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Otros,336
2025,8,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Violencia contra la mujer e integrantes,203
2025,8,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Violencia contra la mujer e integrantes,277
2025,9,LIMA METROPOLITANA,LIMA,ANCON,150102,Hurto,27
2025,9,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,70102,Extorsión,3
2025,9,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Robo,85
2025,9,LIMA METROPOLITANA,LIMA,CHACLACAYO,150107,Otros,77
2025,9,LIMA METROPOLITANA,LIMA,CHORRILLOS,150108,Secuestro,2
2025,9,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Robo,13
2025,9,PROV. CONST. DEL CALLAO,CALLAO,LA PERLA,70104,Hurto,22
2025,9,LIMA METROPOLITANA,LIMA,LINCE,150116,Estafa,13
2025,9,LIMA METROPOLITANA,LIMA,LURIN,150119,Robo,21
2025,9,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Otros,115
2025,9,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Secuestro,1
2025,9,LIMA METROPOLITANA,LIMA,RIMAC,150128,Extorsión,19
2025,9,LIMA METROPOLITANA,LIMA,RIMAC,150128,Violencia contra la mujer e integrantes,124
2025,9,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Estafa,1
2025,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Otros,894
2025,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Violencia contra la mujer e integrantes,300
2025,9,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Estafa,59
2025,9,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Robo,13
2025,9,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Estafa,61
2025,9,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Otros,105
2025,9,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Secuestro,1
2025,10,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,70102,Otros,47
2025,10,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,70102,Violencia contra la mujer e integrantes,43
2025,10,LIMA METROPOLITANA,LIMA,BREÑA,150105,Extorsión,5
2025,10,LIMA METROPOLITANA,LIMA,CHACLACAYO,150107,Otros,82
2025,10,LIMA METROPOLITANA,LIMA,CIENEGUILLA,150109,Estafa,8
2025,10,LIMA METROPOLITANA,LIMA,COMAS,150110,Robo,193
2025,10,LIMA METROPOLITANA,LIMA,COMAS,150110,Secuestro,2
2025,10,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Estafa,47
2025,10,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Secuestro,1
2025,10,PROV. CONST. DEL CALLAO,CALLAO,LA PERLA,70104,Hurto,21
2025,10,LIMA METROPOLITANA,LIMA,LIMA,150101,Secuestro,1
2025,10,LIMA METROPOLITANA,LIMA,LINCE,150116,Estafa,15
2025,10,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Violencia contra la mujer e integrantes,32
2025,10,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Violencia contra la mujer e integrantes,59
2025,10,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Otros,106
2025,10,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Robo,32
2025,10,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Violencia contra la mujer e integrantes,65
2025,10,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Hurto,11
2025,10,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Extorsión,5
2025,10,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Hurto,1
2025,10,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Secuestro,1
2025,10,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Otros,930
2025,10,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Secuestro,2
2025,10,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Estafa,16
2025,10,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Violencia contra la mujer e integrantes,58
2025,10,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Violencia contra la mujer e integrantes,370
2025,10,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Violencia contra la mujer e integrantes,50
2025,11,LIMA METROPOLITANA,LIMA,ANCON,150102,Estafa,3
2025,11,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Hurto,101
2025,11,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,70102,Violencia contra la mujer e integrantes,31
2025,11,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,70101,Hurto,269
2025,11,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,70101,Otros,592
2025,11,LIMA METROPOLITANA,LIMA,COMAS,150110,Extorsión,63
2025,11,LIMA METROPOLITANA,LIMA,COMAS,150110,Secuestro,1
2025,11,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Robo,10
2025,11,LIMA METROPOLITANA,LIMA,LIMA,150101,Hurto,711
2025,11,LIMA METROPOLITANA,LIMA,LIMA,150101,Otros,601
2025,11,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Extorsión,5
2025,11,PROV. CONST. DEL CALLAO,CALLAO,MI PERU,70107,Violencia contra la mujer e integrantes,10
2025,11,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Hurto,99
2025,11,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Robo,63
2025,11,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Estafa,2
2025,11,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Extorsión,8
2025,11,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Secuestro,1
2025,11,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Robo,10
2025,11,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Hurto,64
2025,11,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Violencia contra la mujer e integrantes,142
2025,11,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Otros,326
2025,11,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Robo,9
2025,11,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,70106,Estafa,13
2025,11,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Violencia contra la mujer e integrantes,245
2025,12,LIMA METROPOLITANA,LIMA,ANCON,150102,Hurto,24
2025,12,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Otros,91
2025,12,LIMA METROPOLITANA,LIMA,BREÑA,150105,Estafa,18
2025,12,PROV. CONST. DEL CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,70103,Otros,21
2025,12,PROV. CONST. DEL CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,70103,Robo,4
2025,12,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Robo,57
2025,12,PROV. CONST. DEL CALLAO,CALLAO,LA PERLA,70104,Estafa,9
2025,12,PROV. CONST. DEL CALLAO,CALLAO,LA PUNTA,70105,Otros,3
2025,12,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Otros,289
2025,12,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Robo,108
2025,12,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Secuestro,6
2025,12,PROV. CONST. DEL CALLAO,CALLAO,MI PERU,70107,Hurto,2
2025,12,PROV. CONST. DEL CALLAO,CALLAO,MI PERU,70107,Otros,13
2025,12,PROV. CONST. DEL CALLAO,CALLAO,MI PERU,70107,Violencia contra la mujer e integrantes,16
2025,12,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Violencia contra la mujer e integrantes,53
2025,12,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Extorsión,2
2025,12,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Otros,12
2025,12,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Estafa,28
2025,12,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Violencia contra la mujer e integrantes,63
2025,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Extorsión,70
2025,12,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Estafa,36
2025,12,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Otros,304
2025,12,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Violencia contra la mujer e integrantes,220
2025,12,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Hurto,95
2025,12,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Robo,10
2025,12,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Extorsión,25
