listing_id,source,district,ubigeo,address,urbanization,price_soles,area_m2,price_per_m2,rooms,bathrooms,parking,maintenance_fee,photos_count,district_median_price_m2,baseline_price_soles,opportunity_score_baseline,crime_index_zone,crime_trend_zone,urban_convenience_index,zone_composite_index,idh_2019,pct_pobreza_total
148942333,Urbania,BREÑA,150105,"Av Juan Pablo Fernandini N° 9xx, Dpto. 303 AL 1703",Breña,380000.0,58.0,6551.7,2,2,0,0.0,10,5231.0,303398.0,-0.252,0.421,estable,0.07,0.324,0.812,4.04
147532951,Urbania,BREÑA,150105,JR NAPO 238 BREÑA  149M2  4 HAB,Breña,429000.0,149.0,2879.2,4,2,0,0.0,10,5231.0,779419.0,0.45,0.421,estable,0.07,0.324,0.812,4.04
148834741,Urbania,BREÑA,150105,AV. JUAN PABLO FERNANDINI,Breña,482795.0,71.0,6799.9,3,2,0,290.0,1,5231.0,371401.0,-0.3,0.421,estable,0.07,0.324,0.812,4.04
144814580,Urbania,BREÑA,150105,"Av. General Felipe Varela N°19xx, Dpto. 205 A AL 1505 A",Breña,488186.0,81.0,6027.0,3,2,0,0.0,1,5231.0,423711.0,-0.152,0.421,estable,0.07,0.324,0.812,4.04
144814281,Urbania,BREÑA,150105,"Av. General Felipe Varela N°19xx, Dpto. 1609 B",Breña,490270.0,83.0,5906.9,1,2,0,0.0,1,5231.0,434173.0,-0.129,0.421,estable,0.07,0.324,0.812,4.04
144814078,Urbania,BREÑA,150105,"Av. General Felipe Varela N°19xx, Dpto.1604 , 1606 A",Breña,687111.0,132.0,5205.4,3,2,0,0.0,1,5231.0,690492.0,0.005,0.421,estable,0.07,0.324,0.812,4.04
144814072,Urbania,BREÑA,150105,"Av. General Felipe Varela N°19xx, Dpto.1602 B",Breña,742800.0,142.0,5231.0,3,2,0,0.0,1,5231.0,742802.0,0.0,0.421,estable,0.07,0.324,0.812,4.04
145717534,Urbania,CHORRILLOS,150108,AV. LAS Gaviotas 1XX Dpto 207 T1,Chorrillos,210000.0,33.0,6363.6,1,1,1,0.0,1,5175.0,170775.0,-0.23,0.306,estable,0.252,0.473,0.758,11.61
145081219,Urbania,CHORRILLOS,150108,Av. Los Faisanes 485,Chorrillos,244000.0,38.0,6421.1,1,2,0,0.0,1,5175.0,196650.0,-0.241,0.306,estable,0.252,0.473,0.758,11.61
149889961,Urbania,CHORRILLOS,150108,Jiron Julio Victor Aguirre 281,Chorrillos,250000.0,65.0,3846.2,2,1,0,0.0,1,5175.0,336375.0,0.257,0.306,estable,0.252,0.473,0.758,11.61
148715530,Urbania,CHORRILLOS,150108,Victor Humareda  al 100,Chorrillos,275000.0,63.0,4365.1,3,2,0,0.0,1,5175.0,326025.0,0.157,0.306,estable,0.252,0.473,0.758,11.61
90584028,Urbania,CHORRILLOS,150108,AV. EL SOL 120,Nuevo Chorrillos,282240.0,70.0,4032.0,2,2,0,28.0,1,5175.0,362250.0,0.221,0.306,estable,0.252,0.473,0.758,11.61
148322491,Urbania,CHORRILLOS,150108,Jiron Viña Venturo  2xx - Vendo Dpto 3dorm Cerca a la av Guardia Civil,Chorrillos,285600.0,78.0,3661.5,3,2,0,100.0,1,5175.0,403650.0,0.292,0.306,estable,0.252,0.473,0.758,11.61
149244632,Urbania,CHORRILLOS,150108,Jirón Tambo Real,Chorrillos,291500.0,65.0,4484.6,2,2,1,0.0,1,5175.0,336375.0,0.133,0.306,estable,0.252,0.473,0.758,11.61
147910082,Urbania,CHORRILLOS,150108,Jr. Perseo Chorrillos,La Campiña,297000.0,60.0,4950.0,2,1,1,0.0,1,5175.0,310500.0,0.043,0.306,estable,0.252,0.473,0.758,11.61
149228484,Urbania,CHORRILLOS,150108,Calle Santa Teresa,Chorrillos,300150.0,76.0,3949.3,3,1,0,180.0,1,5175.0,393300.0,0.237,0.306,estable,0.252,0.473,0.758,11.61
148699190,Urbania,CHORRILLOS,150108,Calle Perseo 100 Piso 3,La Campiña,302600.0,68.0,4450.0,3,2,0,150.0,1,5175.0,351900.0,0.14,0.306,estable,0.252,0.473,0.758,11.61
147401840,Urbania,CHORRILLOS,150108,"Jirón Independencia N° 3xx, Dpto. 111 AL 1211 B",Chorrillos,308899.0,41.0,7534.1,1,1,0,0.0,1,5175.0,212175.0,-0.456,0.306,estable,0.252,0.473,0.758,11.61
149317111,Urbania,CHORRILLOS,150108,Av. Defensores del Morro,Chorrillos,310610.0,71.0,4374.8,3,2,0,0.0,1,5175.0,367425.0,0.155,0.306,estable,0.252,0.473,0.758,11.61
149700410,Urbania,CHORRILLOS,150108,Los Gorriones 235,Chorrillos,330000.0,72.0,4583.3,3,2,0,0.0,1,5175.0,372600.0,0.114,0.306,estable,0.252,0.473,0.758,11.61
149637466,Urbania,CHORRILLOS,150108,Jiron Juno  al 100,La Campiña,350000.0,65.0,5384.6,3,2,0,0.0,1,5175.0,336375.0,-0.041,0.306,estable,0.252,0.473,0.758,11.61
147668321,Urbania,CHORRILLOS,150108,Av. Alipio Ponce Vásquez 32,Chorrillos,358100.0,58.0,6174.1,2,2,0,0.0,1,5175.0,300150.0,-0.193,0.306,estable,0.252,0.473,0.758,11.61
149686191,Urbania,CHORRILLOS,150108,José Olaya,Chorrillos,362582.0,56.0,6474.7,2,2,0,0.0,1,5175.0,289800.0,-0.251,0.306,estable,0.252,0.473,0.758,11.61
145860043,Urbania,CHORRILLOS,150108,Gaviotas,Chorrillos,364000.0,67.0,5432.8,3,2,3,0.0,10,5175.0,346725.0,-0.05,0.306,estable,0.252,0.473,0.758,11.61
145860835,Urbania,CHORRILLOS,150108,Gaviotas,Chorrillos,366000.0,66.0,5545.5,3,2,1,0.0,1,5175.0,341550.0,-0.072,0.306,estable,0.252,0.473,0.758,11.61
149273120,Urbania,CHORRILLOS,150108,AV Jose Olaya  al 100,Chorrillos,367000.0,60.0,6116.7,2,2,0,0.0,1,5175.0,310500.0,-0.182,0.306,estable,0.252,0.473,0.758,11.61
149726762,Urbania,CHORRILLOS,150108,Calle Tobago,Los Cedros De Villa,370600.0,76.0,4876.3,3,2,1,99.0,1,5175.0,393300.0,0.058,0.306,estable,0.252,0.473,0.758,11.61
149178757,Urbania,CHORRILLOS,150108,Av. Los Faisanes 335,Chorrillos,375000.0,99.0,3787.9,3,3,0,250.0,1,5175.0,512325.0,0.268,0.306,estable,0.252,0.473,0.758,11.61
149479135,Urbania,CHORRILLOS,150108,Los Gorriones 273,La Campiña,377000.0,70.0,5385.7,3,2,1,250.0,1,5175.0,362250.0,-0.041,0.306,estable,0.252,0.473,0.758,11.61
149738786,Urbania,CHORRILLOS,150108,Amplia Terraza | Cocina Americana | 3 Dormitorios | No Incluye Cochera,La Campiña,379000.0,86.0,4407.0,3,2,0,250.0,10,5175.0,445050.0,0.148,0.306,estable,0.252,0.473,0.758,11.61
146623833,Urbania,CHORRILLOS,150108,Av. José Olaya Cuadra 5 Cerca a Plaza Vea de Iglesias,Chorrillos,383719.0,71.0,5404.5,3,2,1,0.0,10,5175.0,367425.0,-0.044,0.306,estable,0.252,0.473,0.758,11.61
149620601,Urbania,CHORRILLOS,150108,Av. Las Gaviotas al 400,Chorrillos,387000.0,58.0,6672.4,2,2,0,0.0,1,5175.0,300150.0,-0.289,0.306,estable,0.252,0.473,0.758,11.61
146944703,Urbania,CHORRILLOS,150108,"JIRON SANTA TERESA, CHORRILLOS",Chorrillos,399600.0,92.0,4343.5,2,2,1,1.0,10,5175.0,476100.0,0.161,0.306,estable,0.252,0.473,0.758,11.61
149031027,Urbania,CHORRILLOS,150108,URB Cedros DE Villa,Chorrillos,400800.0,202.0,1984.2,3,6,0,0.0,1,5175.0,1045350.0,0.617,0.306,estable,0.252,0.473,0.758,11.61
147164153,Urbania,CHORRILLOS,150108,"Av José Olaya N° 2xx, Dpto. Tipo 15",Chorrillos,409550.0,56.0,7313.4,1,2,1,0.0,1,5175.0,289800.0,-0.413,0.306,estable,0.252,0.473,0.758,11.61
149514842,Urbania,CHORRILLOS,150108,Calle Menorca 100,Chorrillos,425000.0,127.0,3346.5,3,3,1,200.0,1,5175.0,657225.0,0.353,0.306,estable,0.252,0.473,0.758,11.61
149463274,Urbania,CHORRILLOS,150108,Avenida Faisanes al 300,Chorrillos,425900.0,64.0,6654.7,3,2,0,0.0,10,5175.0,331200.0,-0.286,0.306,estable,0.252,0.473,0.758,11.61
149282647,Urbania,CHORRILLOS,150108,Calle Isla Jamaica Mz.B9 - Lt.18,Los Cedros De Villa,435500.0,105.0,4147.6,3,3,0,50.0,1,5175.0,543375.0,0.199,0.306,estable,0.252,0.473,0.758,11.61
148449843,Urbania,CHORRILLOS,150108,"DEMETRIO RUIZ 171 ,CHORRILLOS A0 267M2 AC 153M2 6 HAB 3 BAÑOS",Chorrillos,438100.0,267.0,1640.8,6,3,0,1.0,1,5175.0,1381725.0,0.683,0.306,estable,0.252,0.473,0.758,11.61
149307459,Urbania,CHORRILLOS,150108,Amplio Depa con Balcón y 3dorm en Chorrillos,Chorrillos,446059.0,67.0,6657.6,3,2,0,0.0,1,5175.0,346725.0,-0.286,0.306,estable,0.252,0.473,0.758,11.61
148383850,Urbania,CHORRILLOS,150108,guardia civil sur 108,Chorrillos,487200.0,100.0,4872.0,3,2,1,150.0,1,5175.0,517500.0,0.059,0.306,estable,0.252,0.473,0.758,11.61
148347627,Urbania,CHORRILLOS,150108,"Jirón Daniel Urrea N° 2xx, Dpto. 202 AL 702",Chorrillos,511000.0,59.0,8661.0,2,2,0,0.0,1,5175.0,305325.0,-0.674,0.306,estable,0.252,0.473,0.758,11.61
145338635,Urbania,CHORRILLOS,150108,Jr costa azul 183,Chorrillos,570400.0,135.0,4225.2,4,3,0,150.0,1,5175.0,698625.0,0.184,0.306,estable,0.252,0.473,0.758,11.61
148809014,Urbania,CHORRILLOS,150108,Santa Maria de Villa Chorrillos Calle B 116,Santa Maria De Villa,645000.0,218.0,2958.7,4,5,0,0.0,1,5175.0,1128150.0,0.428,0.306,estable,0.252,0.473,0.758,11.61
149888037,Urbania,CHORRILLOS,150108,Malecon Grau Chorrillos,Chorrillos,748000.0,135.0,5540.7,3,2,1,560.0,1,5175.0,698625.0,-0.071,0.306,estable,0.252,0.473,0.758,11.61
147846633,Urbania,CHORRILLOS,150108,Dario Torres,Chorrillos,897000.0,132.0,6795.5,3,2,2,0.0,1,5175.0,683100.0,-0.313,0.306,estable,0.252,0.473,0.758,11.61
4592982,Urbania,CHORRILLOS,150108,Darío Torres,Chorrillos,993600.0,140.0,7097.1,3,2,2,450.0,1,5175.0,724500.0,-0.371,0.306,estable,0.252,0.473,0.758,11.61
149815235,Urbania,CHORRILLOS,150108,Pasaje Mirabel  125,Chorrillos,1013200.0,160.0,6332.5,2,2,1,0.0,10,5175.0,828000.0,-0.224,0.306,estable,0.252,0.473,0.758,11.61
148976988,Urbania,CHORRILLOS,150108,"Calle Malecón Grau N 2, Piso 1, Chorrillos",Chorrillos,2512500.0,330.0,7613.6,4,2,4,0.0,10,5175.0,1707750.0,-0.471,0.306,estable,0.252,0.473,0.758,11.61
147179347,Urbania,CHORRILLOS,150108,Malecón Grau,Chorrillos,2654225.0,390.0,6805.7,3,3,3,0.0,1,5175.0,2018250.0,-0.315,0.306,estable,0.252,0.473,0.758,11.61
66161053,Urbania,CHORRILLOS,150108,MALECÓN GRAU 260,Chorrillos,4342000.0,770.0,5639.0,3,4,3,2500.0,1,5175.0,3984750.0,-0.09,0.306,estable,0.252,0.473,0.758,11.61
149760604,Urbania,COMAS,150110,Jr. San Martín 350,Comas,123600.0,102.0,1211.8,4,1,0,0.0,1,2880.0,293760.0,0.579,0.317,estable,0.303,0.493,0.722,16.04
149268996,Urbania,COMAS,150110,Jr. Las Américas,Comas,129906.0,50.0,2598.1,3,1,0,0.0,1,2880.0,144000.0,0.098,0.317,estable,0.303,0.493,0.722,16.04
149703403,Urbania,COMAS,150110,condominio Los Girasoles,Comas,135000.0,50.0,2700.0,3,1,0,90.0,1,2880.0,144000.0,0.062,0.317,estable,0.303,0.493,0.722,16.04
149028820,Urbania,COMAS,150110,Ca. 21 287-239,Comas,140000.0,54.0,2592.6,2,1,0,0.0,1,2880.0,155520.0,0.1,0.317,estable,0.303,0.493,0.722,16.04
149548219,Urbania,COMAS,150110,Avenida Manuel Gonzalez Prada 1201,Comas,155000.0,50.0,3100.0,2,1,0,100.0,1,2880.0,144000.0,-0.076,0.317,estable,0.303,0.493,0.722,16.04
149865196,Urbania,COMAS,150110,Av. A 790,Comas,160000.0,50.0,3200.0,3,1,0,100.0,1,2880.0,144000.0,-0.111,0.317,estable,0.303,0.493,0.722,16.04
143672582,Urbania,COMAS,150110,LOS GIRASOLES TERCERA ETAPA,Comas,170000.0,50.0,3400.0,3,1,0,150.0,1,2880.0,144000.0,-0.181,0.317,estable,0.303,0.493,0.722,16.04
146741092,Urbania,COMAS,150110,jr Bosques de Huayllay Comas,Comas,174200.0,73.0,2386.3,2,2,0,0.0,10,2880.0,210240.0,0.171,0.317,estable,0.303,0.493,0.722,16.04
149815444,Urbania,COMAS,150110,Manuel Gonzales Prada 123,Comas,190000.0,50.0,3800.0,3,1,1,0.0,1,2880.0,144000.0,-0.319,0.317,estable,0.303,0.493,0.722,16.04
149459517,Urbania,COMAS,150110,Av. Micaela Bastidas 1246,Comas,209763.0,53.0,3957.8,3,1,0,0.0,1,2880.0,152640.0,-0.374,0.317,estable,0.303,0.493,0.722,16.04
149898648,Urbania,COMAS,150110,Torres Del Campo,Comas,220000.0,70.0,3142.9,3,2,0,138.0,1,2880.0,201600.0,-0.091,0.317,estable,0.303,0.493,0.722,16.04
148654312,Urbania,COMAS,150110,Arguedas 159,Comas,222300.0,83.0,2678.3,3,2,0,0.0,1,2880.0,239040.0,0.07,0.317,estable,0.303,0.493,0.722,16.04
147846630,Urbania,COMAS,150110,Ca. Mama Ocllo,Comas,227500.0,106.0,2146.2,3,1,0,0.0,1,2880.0,305280.0,0.255,0.317,estable,0.303,0.493,0.722,16.04
148083166,Urbania,COMAS,150110,"Mariano Necochea 461, Comas",Comas,235000.0,86.0,2732.6,2,2,0,0.0,1,2880.0,247680.0,0.051,0.317,estable,0.303,0.493,0.722,16.04
149061879,Urbania,COMAS,150110,República de Israel Puerta Nª 5,Comas,235000.0,59.0,3983.1,3,2,0,115.0,1,2880.0,169920.0,-0.383,0.317,estable,0.303,0.493,0.722,16.04
147780004,Urbania,COMAS,150110,Torres del campo,Santa Luzmila,235000.0,83.0,2831.3,3,2,1,110.0,1,2880.0,239040.0,0.017,0.317,estable,0.303,0.493,0.722,16.04
146680126,Urbania,COMAS,150110,Calle Jose Baquijano Y Carrillo 107,Santa Luzmila,235200.0,80.0,2940.0,3,2,0,30.0,1,2880.0,230400.0,-0.021,0.317,estable,0.303,0.493,0.722,16.04
148654156,Urbania,COMAS,150110,Arguedas 159,Comas,247900.0,101.0,2454.5,3,2,0,0.0,1,2880.0,290880.0,0.148,0.317,estable,0.303,0.493,0.722,16.04
149273466,Urbania,COMAS,150110,Av. Republica del Peru 1091,Huaquillay Et.1,285000.0,100.0,2850.0,3,1,0,0.0,1,2880.0,288000.0,0.01,0.317,estable,0.303,0.493,0.722,16.04
148984283,Urbania,COMAS,150110,"San Jorge 130, Comas",Comas,287000.0,101.0,2841.6,4,2,0,0.0,1,2880.0,290880.0,0.013,0.317,estable,0.303,0.493,0.722,16.04
149121128,Urbania,COMAS,150110,Jose Olaya,Comas,299040.0,124.0,2411.6,3,2,0,0.0,1,2880.0,357120.0,0.163,0.317,estable,0.303,0.493,0.722,16.04
149439998,Urbania,COMAS,150110,Las Palmas,Comas,349999.0,89.0,3932.6,3,2,0,229.0,1,2880.0,256320.0,-0.365,0.317,estable,0.303,0.493,0.722,16.04
149087169,Urbania,JESUS MARIA,150113,Jr. Huáscar al 1400,Jesús María,250000.0,34.0,7352.9,1,1,0,0.0,1,7389.0,251226.0,0.005,0.296,estable,0.512,0.608,0.837,0.52
149447237,Urbania,JESUS MARIA,150113,Av. Brasil,Jesús María,311000.0,42.0,7404.8,1,1,0,200.0,1,7389.0,310338.0,-0.002,0.296,estable,0.512,0.608,0.837,0.52
149615943,Urbania,JESUS MARIA,150113,Pasaje Santiago 2380,Jesús María,350000.0,91.0,3846.2,3,1,0,0.0,1,7389.0,672399.0,0.479,0.296,estable,0.512,0.608,0.837,0.52
148084358,Urbania,JESUS MARIA,150113,Pasaje Ideal al 100,Jesús María,353513.0,76.0,4651.5,3,2,1,120.0,1,7389.0,561564.0,0.37,0.296,estable,0.512,0.608,0.837,0.52
147856825,Urbania,JESUS MARIA,150113,"Av. Salaverry 571, Jesús María",Jesús María,390000.0,40.0,9750.0,1,1,0,0.0,1,7389.0,295560.0,-0.32,0.296,estable,0.512,0.608,0.837,0.52
4648089,Urbania,JESUS MARIA,150113,Brasil,Jesús María,445804.0,60.0,7430.1,2,2,1,0.0,1,7389.0,443340.0,-0.006,0.296,estable,0.512,0.608,0.837,0.52
149522012,Urbania,JESUS MARIA,150113,Av. Brasil,Jesús María,475000.0,112.0,4241.1,2,2,0,30.0,1,7389.0,827568.0,0.426,0.296,estable,0.512,0.608,0.837,0.52
149907619,Urbania,JESUS MARIA,150113,Av. Brasil,Jesús María,499000.0,75.0,6653.3,3,2,1,0.0,1,7389.0,554175.0,0.1,0.296,estable,0.512,0.608,0.837,0.52
149826033,Urbania,JESUS MARIA,150113,Av. Cuba al 1000,Jesús María,513858.0,83.0,6191.1,3,2,1,0.0,1,7389.0,613287.0,0.162,0.296,estable,0.512,0.608,0.837,0.52
149591778,Urbania,JESUS MARIA,150113,Av. 28 de Julio Cdra. 3,Jesús María,540000.0,79.0,6835.4,3,2,1,250.0,1,7389.0,583731.0,0.075,0.296,estable,0.512,0.608,0.837,0.52
149790266,Urbania,JESUS MARIA,150113,jr Huascar  al 1900,Jesús María,541000.0,81.0,6679.0,3,2,1,0.0,1,7389.0,598509.0,0.096,0.296,estable,0.512,0.608,0.837,0.52
149701643,Urbania,JESUS MARIA,150113,Av Eugenio Garzon al 800,Portada De Jesus Maria,550000.0,77.0,7142.9,3,2,0,0.0,1,7389.0,568953.0,0.033,0.296,estable,0.512,0.608,0.837,0.52
147856778,Urbania,JESUS MARIA,150113,"Av. Salaverry 571, Jesús María",Jesús María,581000.0,57.0,10193.0,2,2,0,0.0,1,7389.0,421173.0,-0.379,0.296,estable,0.512,0.608,0.837,0.52
149497430,Urbania,JESUS MARIA,150113,Jr. Huiracocha 2300,Jesús María,589900.0,99.0,5958.6,2,2,0,350.0,1,7389.0,731511.0,0.194,0.296,estable,0.512,0.608,0.837,0.52
144737603,Urbania,JESUS MARIA,150113,Av. Brasil,Jesús María,590000.0,92.0,6413.0,3,2,1,0.0,1,7389.0,679788.0,0.132,0.296,estable,0.512,0.608,0.837,0.52
149242013,Urbania,JESUS MARIA,150113,Residencial San Felipe,Residencial San Felipe,632880.0,137.0,4619.6,3,2,0,100.0,1,7389.0,1012293.0,0.375,0.296,estable,0.512,0.608,0.837,0.52
147999317,Urbania,JESUS MARIA,150113,Av. San Felipe 720,Jesús María,643250.0,79.0,8142.4,2,2,0,0.0,1,7389.0,583731.0,-0.102,0.296,estable,0.512,0.608,0.837,0.52
149665580,Urbania,JESUS MARIA,150113,Parque Pedro la Rosa 119,Jesús María,650000.0,102.0,6372.5,3,2,1,0.0,1,7389.0,753678.0,0.138,0.296,estable,0.512,0.608,0.837,0.52
148909728,Urbania,JESUS MARIA,150113,Jirón Caracas al 2400,Jesús María,653250.0,142.0,4600.4,2,2,0,0.0,1,7389.0,1049238.0,0.377,0.296,estable,0.512,0.608,0.837,0.52
149037867,Urbania,JESUS MARIA,150113,"Av Cuba N° 11xx, Dpto. 2206",Jesús María,700000.0,83.0,8433.7,3,2,1,0.0,1,7389.0,613287.0,-0.141,0.296,estable,0.512,0.608,0.837,0.52
148884410,Urbania,JESUS MARIA,150113,Av. Salaverry,Jesús María,728000.0,75.0,9706.7,3,2,1,0.0,1,7389.0,554175.0,-0.314,0.296,estable,0.512,0.608,0.837,0.52
149210391,Urbania,JESUS MARIA,150113,Av. Gregorio Escobedo 560,Los Patricios,765000.0,97.0,7886.6,3,2,1,0.0,10,7389.0,716733.0,-0.067,0.296,estable,0.512,0.608,0.837,0.52
149687491,Urbania,JESUS MARIA,150113,Avenida General Felipe Salaverry al 500,Jesús María,819000.0,168.0,4875.0,3,2,1,280.0,1,7389.0,1241352.0,0.34,0.296,estable,0.512,0.608,0.837,0.52
149541815,Urbania,JESUS MARIA,150113,Av. San Felipe 1079,Jesús María,1751000.0,300.0,5836.7,4,7,1,0.0,1,7389.0,2216700.0,0.21,0.296,estable,0.512,0.608,0.837,0.52
149880119,Urbania,LA MOLINA,150114,Armatambo 180,La Molina,360000.0,100.0,3600.0,3,2,1,0.0,1,4943.0,494300.0,0.272,0.227,estable,0.08,0.426,0.845,1.17
149703524,Urbania,LA MOLINA,150114,Calle Paseo de los Condes 180,Las Lomas De La Molina Vieja,420000.0,116.0,3620.7,3,2,1,100.0,1,4943.0,573388.0,0.268,0.227,estable,0.08,0.426,0.845,1.17
149772802,Urbania,LA MOLINA,150114,Jirón Nevado Alpamayo 157,La Molina,485110.0,89.0,5450.7,3,3,0,0.0,1,4943.0,439927.0,-0.103,0.227,estable,0.08,0.426,0.845,1.17
149257055,Urbania,LA MOLINA,150114,Av. Alameda Del Corregidor al 1500,Sirius,493000.0,90.0,5477.8,3,3,1,175.0,1,4943.0,444870.0,-0.108,0.227,estable,0.08,0.426,0.845,1.17
149730433,Urbania,LA MOLINA,150114,Aprovisa,Aprovisa,493000.0,116.0,4250.0,3,2,1,0.0,1,4943.0,573388.0,0.14,0.227,estable,0.08,0.426,0.845,1.17
148091915,Urbania,LA MOLINA,150114,Avenida Alameda del Corregidor 1575	 al 1500,Sirius,499150.0,91.0,5485.2,3,3,1,0.0,10,4943.0,449813.0,-0.11,0.227,estable,0.08,0.426,0.845,1.17
148207383,Urbania,LA MOLINA,150114,"Jr. Cusco 199, La Molina 15024",La Molina,537600.0,145.0,3707.6,3,2,0,0.0,1,4943.0,716735.0,0.25,0.227,estable,0.08,0.426,0.845,1.17
143776550,Urbania,LA MOLINA,150114,"JR RICARDO PALMA 131, LA MOLINA",La Molina,555000.0,90.0,6166.7,3,3,1,56.0,1,4943.0,444870.0,-0.248,0.227,estable,0.08,0.426,0.845,1.17
149297132,Urbania,LA MOLINA,150114,Avenida Flora Tristán 215,La Molina,577473.0,118.0,4893.8,3,3,1,0.0,1,4943.0,583274.0,0.01,0.227,estable,0.08,0.426,0.845,1.17
148623345,Urbania,LA MOLINA,150114,Calle Andalucia,La Molina,586500.0,135.0,4344.4,5,4,0,0.0,1,4943.0,667305.0,0.121,0.227,estable,0.08,0.426,0.845,1.17
148825617,Urbania,LA MOLINA,150114,Segovia,La Molina,589000.0,200.0,2945.0,4,4,1,0.0,1,4943.0,988600.0,0.404,0.227,estable,0.08,0.426,0.845,1.17
146767672,Urbania,LA MOLINA,150114,"Jose Antonio 270, Parque Monterrico La Molina",La Molina,592000.0,96.0,6166.7,3,3,1,130.0,1,4943.0,474528.0,-0.248,0.227,estable,0.08,0.426,0.845,1.17
149737557,Urbania,LA MOLINA,150114,Av. la Molina,La Molina,619500.0,100.0,6195.0,2,2,2,0.0,1,4943.0,494300.0,-0.253,0.227,estable,0.08,0.426,0.845,1.17
149611317,Urbania,LA MOLINA,150114,Jirón CEDRONES 220 - 201,Sirius,667260.0,126.0,5295.7,2,2,1,200.0,1,4943.0,622818.0,-0.071,0.227,estable,0.08,0.426,0.845,1.17
149727262,Urbania,LA MOLINA,150114,Secoyas  al 100,La Molina,677400.0,91.0,7444.0,3,1,1,200.0,1,4943.0,449813.0,-0.506,0.227,estable,0.08,0.426,0.845,1.17
149315166,Urbania,LA MOLINA,150114,Avenida los Fresnos,El Remanso,682570.0,121.0,5641.1,3,3,2,0.0,1,4943.0,598103.0,-0.141,0.227,estable,0.08,0.426,0.845,1.17
147429303,Urbania,LA MOLINA,150114,COLEGIO ALTAIR,La Molina,684000.0,108.0,6333.3,3,3,1,350.0,1,4943.0,533844.0,-0.281,0.227,estable,0.08,0.426,0.845,1.17
149416233,Urbania,LA MOLINA,150114,Av. Rinconada del Lago 652,La Molina,695000.0,130.0,5346.2,3,2,2,350.0,1,4943.0,642590.0,-0.082,0.227,estable,0.08,0.426,0.845,1.17
63610809,Urbania,LA MOLINA,150114,Dirección no informada,La Capilla,703000.0,130.0,5407.7,3,3,1,80.0,1,4943.0,642590.0,-0.094,0.227,estable,0.08,0.426,0.845,1.17
148053244,Urbania,LA MOLINA,150114,CALLE BADAJOS,La Capilla,735000.0,280.0,2625.0,3,1,1,0.0,1,4943.0,1384040.0,0.469,0.227,estable,0.08,0.426,0.845,1.17
148192097,Urbania,LA MOLINA,150114,C. Palma Real 134,La Molina,770000.0,121.0,6363.6,3,2,1,0.0,1,4943.0,598103.0,-0.287,0.227,estable,0.08,0.426,0.845,1.17
149575828,Urbania,LA MOLINA,150114,Calle toulon 135,La Riviera De Monterrico,782040.0,117.0,6684.1,3,2,2,350.0,1,4943.0,578331.0,-0.352,0.227,estable,0.08,0.426,0.845,1.17
144943977,Urbania,LA MOLINA,150114,"Calle Santa Margarita 114, Lima, Perú",La Molina,791700.0,164.0,4827.4,4,3,1,0.0,10,4943.0,810652.0,0.023,0.227,estable,0.08,0.426,0.845,1.17
148607654,Urbania,LA MOLINA,150114,Manuel Prado Ugarteche 518,La Estancia,882555.0,187.0,4719.5,2,3,2,500.0,1,4943.0,924341.0,0.045,0.227,estable,0.08,0.426,0.845,1.17
148252984,Urbania,LA MOLINA,150114,Jirón de Los Conquistadores,Las Lomas De La Molina Vieja,892500.0,187.0,4772.7,3,3,1,0.0,1,4943.0,924341.0,0.034,0.227,estable,0.08,0.426,0.845,1.17
146411737,Urbania,LA MOLINA,150114,"LOS TULIPANES , La Molina",La Molina,918000.0,214.0,4289.7,3,2,2,190.0,1,4943.0,1057802.0,0.132,0.227,estable,0.08,0.426,0.845,1.17
147556819,Urbania,LA MOLINA,150114,Altura DE  Cdra.24 DEL Corregidor - Urb. LA Capilla,La Molina,971250.0,230.0,4222.8,5,5,1,0.0,1,4943.0,1136890.0,0.146,0.227,estable,0.08,0.426,0.845,1.17
149782626,Urbania,LA MOLINA,150114,Avenida Corregidor al 2100,Alameda De Los Corregidores,1031550.0,130.5,7904.6,7,9,0,0.0,1,4943.0,645062.0,-0.599,0.227,estable,0.08,0.426,0.845,1.17
149178962,Urbania,LA MOLINA,150114,Jirón Los Diáconos 122,La Molina,1207500.0,427.0,2827.9,6,6,3,0.0,1,4943.0,2110661.0,0.428,0.227,estable,0.08,0.426,0.845,1.17
146767616,Urbania,LA MOLINA,150114,"Calle Las Cedrelas 1, La Molina",La Molina,1293750.0,300.0,4312.5,3,2,2,260.0,9,4943.0,1482900.0,0.128,0.227,estable,0.08,0.426,0.845,1.17
149831702,Urbania,LA MOLINA,150114,Cerros de Camacho,Camacho,2233000.0,420.0,5316.7,4,4,3,2400.0,1,4943.0,2076060.0,-0.076,0.227,estable,0.08,0.426,0.845,1.17
149303646,Urbania,LA VICTORIA,150115,JR ABTAO 1313,La Victoria,185085.0,58.0,3191.1,3,1,0,0.0,1,6965.0,403970.0,0.542,0.354,mejorando,0.304,0.475,0.714,11.06
148907325,Urbania,LA VICTORIA,150115,Psje. Francisco Pizarro N° 0103 Dpto. 18 Piso 04 Urb. El Porvenir,El Porvenir,252000.0,69.0,3652.2,2,1,0,0.0,1,6965.0,480585.0,0.476,0.354,mejorando,0.304,0.475,0.714,11.06
