idmanzana,ubigeo,distrito,codzona,codmzna,n_hogar,n_pob,estrato,estrato_label
070101032000400,070101,CALLAO,032,040,37,132,3,medio
070101032000270,070101,CALLAO,032,027,60,231,3,medio
07010105000008A,070101,CALLAO,050,008,61,241,3,medio
07010105000007C,070101,CALLAO,050,007,30,127,4,medio alto
070101032000390,070101,CALLAO,032,039,49,208,3,medio
070101032000440,070101,CALLAO,032,044,42,188,3,medio
070101050000090,070101,CALLAO,050,009,46,192,4,medio alto
070101032000430,070101,CALLAO,032,043,46,217,3,medio
070101050000110,070101,CALLAO,050,011,486,1837,4,medio alto
070101050000420,070101,CALLAO,050,042,1,6,4,medio alto
070101050000350,070101,CALLAO,050,035,109,385,4,medio alto
070101032000410,070101,CALLAO,032,041,39,136,3,medio
070101032000280,070101,CALLAO,032,028,59,239,3,medio
070101032000220,070101,CALLAO,032,022,47,224,3,medio
070101050000180,070101,CALLAO,050,018,26,110,3,medio
070101032000290,070101,CALLAO,032,029,86,337,3,medio
070101050000370,070101,CALLAO,050,037,48,205,4,medio alto
070101050000130,070101,CALLAO,050,013,38,159,4,medio alto
070101032000380,070101,CALLAO,032,038,49,185,3,medio
070101050000450,070101,CALLAO,050,045,55,193,4,medio alto
070101050000360,070101,CALLAO,050,036,48,193,4,medio alto
070101050000440,070101,CALLAO,050,044,42,149,4,medio alto
070101050000020,070101,CALLAO,050,002,6,12,5,alto
07010100601011A,070101,CALLAO,006,011,9,41,3,medio
070101006010020,070101,CALLAO,006,002,31,124,3,medio
070101006010130,070101,CALLAO,006,013,15,61,3,medio
07010100601010C,070101,CALLAO,006,010,38,155,3,medio
07010100601058A,070101,CALLAO,006,058,16,82,2,medio bajo
070101032000460,070101,CALLAO,032,046,25,128,3,medio
070101032000480,070101,CALLAO,032,048,46,202,3,medio
070101032000530,070101,CALLAO,032,053,48,171,3,medio
070101032000510,070101,CALLAO,032,051,28,113,3,medio
070101032000500,070101,CALLAO,032,050,37,154,3,medio
070101032000520,070101,CALLAO,032,052,46,196,3,medio
07010100400016F,070101,CALLAO,004,016,28,109,2,medio bajo
070101050000490,070101,CALLAO,050,049,48,174,4,medio alto
07010100400016E,070101,CALLAO,004,016,25,108,2,medio bajo
07010100400016D,070101,CALLAO,004,016,52,192,2,medio bajo
070101032000470,070101,CALLAO,032,047,45,153,3,medio
070101032000540,070101,CALLAO,032,054,4,5,3,medio
070101050000300,070101,CALLAO,050,030,47,171,4,medio alto
07010100400016G,070101,CALLAO,004,016,1,1,2,medio bajo
070101006010160,070101,CALLAO,006,016,7,32,3,medio
070101050000220,070101,CALLAO,050,022,38,141,4,medio alto
070101032000160,070101,CALLAO,032,016,70,271,3,medio
07010100400028D,070101,CALLAO,004,028,6,25,3,medio
07010100400016J,070101,CALLAO,004,016,13,53,2,medio bajo
07010100400028I,070101,CALLAO,004,028,77,275,3,medio
070101004000050,070101,CALLAO,004,005,23,64,3,medio
070101004000280,070101,CALLAO,004,028,50,188,3,medio
07010100400028H,070101,CALLAO,004,028,21,103,3,medio
070101004000040,070101,CALLAO,004,004,8,24,3,medio
070101004000100,070101,CALLAO,004,010,36,149,3,medio
07010100400016I,070101,CALLAO,004,016,12,50,2,medio bajo
07010100400008A,070101,CALLAO,004,008,29,103,3,medio
070101004000060,070101,CALLAO,004,006,20,70,3,medio
07010100400005A,070101,CALLAO,004,005,23,81,3,medio
07010100400016L,070101,CALLAO,004,016,24,96,2,medio bajo
07010100400011B,070101,CALLAO,004,011,29,108,3,medio
07010100400006A,070101,CALLAO,004,006,6,32,3,medio
07010100400032A,070101,CALLAO,004,032,87,339,3,medio
070101004000130,070101,CALLAO,004,013,15,65,3,medio
070101004000090,070101,CALLAO,004,009,29,106,3,medio
07010100400016K,070101,CALLAO,004,016,11,44,2,medio bajo
070101004000140,070101,CALLAO,004,014,8,29,3,medio
07010100400011A,070101,CALLAO,004,011,17,64,3,medio
07010100400016M,070101,CALLAO,004,016,21,96,2,medio bajo
070101032000170,070101,CALLAO,032,017,51,206,3,medio
070101050000190,070101,CALLAO,050,019,26,114,3,medio
070101049000120,070101,CALLAO,049,012,59,230,4,medio alto
070101049000060,070101,CALLAO,049,006,29,136,4,medio alto
070101049000190,070101,CALLAO,049,019,40,175,3,medio
070101049000200,070101,CALLAO,049,020,7,49,3,medio
070101050000510,070101,CALLAO,050,051,76,295,4,medio alto
070101049000010,070101,CALLAO,049,001,222,665,4,medio alto
070101049000040,070101,CALLAO,049,004,67,245,4,medio alto
070101049000050,070101,CALLAO,049,005,52,175,4,medio alto
070101049000070,070101,CALLAO,049,007,32,146,4,medio alto
070101049000090,070101,CALLAO,049,009,18,71,4,medio alto
070101049000110,070101,CALLAO,049,011,31,150,4,medio alto
070101049000210,070101,CALLAO,049,021,61,218,3,medio
07010100601004B,070101,CALLAO,006,004,11,47,3,medio
070101050000460,070101,CALLAO,050,046,37,139,4,medio alto
070101006010140,070101,CALLAO,006,014,19,75,3,medio
070101006010250,070101,CALLAO,006,025,1,8,2,medio bajo
070101006010240,070101,CALLAO,006,024,13,59,2,medio bajo
070101004000290,070101,CALLAO,004,029,47,196,3,medio
070101004000340,070101,CALLAO,004,034,50,197,3,medio
070101004000260,070101,CALLAO,004,026,32,131,3,medio
070101006010230,070101,CALLAO,006,023,20,94,2,medio bajo
070101004000310,070101,CALLAO,004,031,43,166,3,medio
07010100400028F,070101,CALLAO,004,028,19,59,3,medio
070101004000300,070101,CALLAO,004,030,16,88,3,medio
07010100400028G,070101,CALLAO,004,028,12,50,3,medio
070101032000450,070101,CALLAO,032,045,22,91,3,medio
070101050000470,070101,CALLAO,050,047,36,137,4,medio alto
07010100601036C,070101,CALLAO,006,036,17,74,2,medio bajo
07010100400028B,070101,CALLAO,004,028,11,46,3,medio
07010100400016H,070101,CALLAO,004,016,4,14,2,medio bajo
070101004000270,070101,CALLAO,004,027,30,120,3,medio
070101006010280,070101,CALLAO,006,028,22,99,2,medio bajo
070101006010290,070101,CALLAO,006,029,11,38,2,medio bajo
070101050000480,070101,CALLAO,050,048,33,130,4,medio alto
070101006010220,070101,CALLAO,006,022,10,47,2,medio bajo
070101006010300,070101,CALLAO,006,030,49,186,2,medio bajo
070101006010270,070101,CALLAO,006,027,1,1,2,medio bajo
070101049000080,070101,CALLAO,049,008,41,254,4,medio alto
070101006010320,070101,CALLAO,006,032,7,32,2,medio bajo
070101006010310,070101,CALLAO,006,031,30,119,2,medio bajo
070101049000130,070101,CALLAO,049,013,35,147,4,medio alto
070101049000160,070101,CALLAO,049,016,44,193,3,medio
070101049000140,070101,CALLAO,049,014,40,181,3,medio
070101049000170,070101,CALLAO,049,017,27,134,3,medio
070101049000310,070101,CALLAO,049,031,121,539,3,medio
070101006010150,070101,CALLAO,006,015,24,102,3,medio
070101004000250,070101,CALLAO,004,025,69,238,3,medio
070101049000320,070101,CALLAO,049,032,20,76,5,alto
070101049000300,070101,CALLAO,049,030,21,76,3,medio
070101049000340,070101,CALLAO,049,034,13,50,5,alto
07010104900031A,070101,CALLAO,049,031,43,157,3,medio
070101049000280,070101,CALLAO,049,028,37,183,3,medio
070101049000290,070101,CALLAO,049,029,21,72,3,medio
07010104900037A,070101,CALLAO,049,037,36,121,5,alto
070101049000390,070101,CALLAO,049,039,49,160,4,medio alto
070101049000360,070101,CALLAO,049,036,13,53,5,alto
070101049000410,070101,CALLAO,049,041,58,215,4,medio alto
070101049000230,070101,CALLAO,049,023,29,124,4,medio alto
070101049000270,070101,CALLAO,049,027,13,50,4,medio alto
070101049000420,070101,CALLAO,049,042,28,85,4,medio alto
070101049000240,070101,CALLAO,049,024,24,88,4,medio alto
07010100400016O,070101,CALLAO,004,016,23,89,2,medio bajo
070101049000440,070101,CALLAO,049,044,25,91,4,medio alto
070101049000250,070101,CALLAO,049,025,20,90,4,medio alto
070101049000470,070101,CALLAO,049,047,18,61,4,medio alto
070101049000450,070101,CALLAO,049,045,16,66,4,medio alto
070101006010380,070101,CALLAO,006,038,15,71,2,medio bajo
070101006010260,070101,CALLAO,006,026,18,69,2,medio bajo
070101049000180,070101,CALLAO,049,018,17,56,3,medio
070101049000490,070101,CALLAO,049,049,24,82,4,medio alto
070101049000520,070101,CALLAO,049,052,36,141,4,medio alto
070101030000120,070101,CALLAO,030,012,41,156,3,medio
070101049000510,070101,CALLAO,049,051,26,94,4,medio alto
070101048000020,070101,CALLAO,048,002,28,97,5,alto
070101031000060,070101,CALLAO,031,006,26,116,3,medio
070101048000010,070101,CALLAO,048,001,32,108,5,alto
070101048000030,070101,CALLAO,048,003,54,188,5,alto
070101049000500,070101,CALLAO,049,050,86,274,4,medio alto
070101048000150,070101,CALLAO,048,015,48,153,5,alto
070101031000050,070101,CALLAO,031,005,24,109,3,medio
070101048000280,070101,CALLAO,048,028,39,160,4,medio alto
070101048000180,070101,CALLAO,048,018,44,160,5,alto
070101048000080,070101,CALLAO,048,008,13,48,5,alto
070101048000120,070101,CALLAO,048,012,48,167,5,alto
070101031000040,070101,CALLAO,031,004,27,116,3,medio
070101048000110,070101,CALLAO,048,011,66,210,5,alto
070101049000550,070101,CALLAO,049,055,35,134,4,medio alto
070101031000070,070101,CALLAO,031,007,30,106,3,medio
070101049000540,070101,CALLAO,049,054,34,110,4,medio alto
070101048000290,070101,CALLAO,048,029,24,95,4,medio alto
070101048000100,070101,CALLAO,048,010,44,153,5,alto
070101048000050,070101,CALLAO,048,005,23,84,5,alto
070101031000030,070101,CALLAO,031,003,17,70,3,medio
070101048000260,070101,CALLAO,048,026,34,121,4,medio alto
070101048000070,070101,CALLAO,048,007,37,112,5,alto
070101048000190,070101,CALLAO,048,019,20,66,5,alto
070101048000270,070101,CALLAO,048,027,45,202,4,medio alto
070101048000300,070101,CALLAO,048,030,45,141,4,medio alto
070101048000140,070101,CALLAO,048,014,47,158,5,alto
070101048000130,070101,CALLAO,048,013,70,218,5,alto
070101048000170,070101,CALLAO,048,017,20,53,5,alto
070101048000040,070101,CALLAO,048,004,61,184,4,medio alto
070101048000200,070101,CALLAO,048,020,135,554,4,medio alto
070101048000340,070101,CALLAO,048,034,88,265,4,medio alto
070101048000310,070101,CALLAO,048,031,36,142,4,medio alto
070101031000090,070101,CALLAO,031,009,33,148,3,medio
070101031000560,070101,CALLAO,031,056,48,200,3,medio
07010104900031B,070101,CALLAO,049,031,39,162,3,medio
070101031000530,070101,CALLAO,031,053,47,227,3,medio
070101030000130,070101,CALLAO,030,013,37,150,3,medio
070101049000330,070101,CALLAO,049,033,15,56,5,alto
070101030000140,070101,CALLAO,030,014,40,178,3,medio
070101031000570,070101,CALLAO,031,057,51,228,3,medio
070101007000500,070101,CALLAO,007,050,43,166,3,medio
070101007000520,070101,CALLAO,007,052,46,228,3,medio
070101030000620,070101,CALLAO,030,062,17,51,3,medio
07010100601037B,070101,CALLAO,006,037,21,83,2,medio bajo
070101031000540,070101,CALLAO,031,054,59,226,3,medio
070101007000490,070101,CALLAO,007,049,56,192,3,medio
070101031000550,070101,CALLAO,031,055,38,203,3,medio
070101006010350,070101,CALLAO,006,035,34,148,2,medio bajo
070101007000510,070101,CALLAO,007,051,59,201,3,medio
070101049000350,070101,CALLAO,049,035,7,24,5,alto
070101048000210,070101,CALLAO,048,021,13,59,4,medio alto
070101006010330,070101,CALLAO,006,033,11,46,2,medio bajo
070101007000550,070101,CALLAO,007,055,53,222,3,medio
070101007000470,070101,CALLAO,007,047,63,247,3,medio
070101006010550,070101,CALLAO,006,055,25,94,2,medio bajo
070101007000540,070101,CALLAO,007,054,47,183,3,medio
070101007000560,070101,CALLAO,007,056,49,163,3,medio
07010100700046B,070101,CALLAO,007,046,7,32,2,medio bajo
070101006010530,070101,CALLAO,006,053,24,88,2,medio bajo
070101007000450,070101,CALLAO,007,045,17,78,2,medio bajo
070101007000440,070101,CALLAO,007,044,34,154,2,medio bajo
07010100400016N,070101,CALLAO,004,016,5,27,2,medio bajo
070101006010510,070101,CALLAO,006,051,18,79,2,medio bajo
070101007000420,070101,CALLAO,007,042,6,22,4,medio alto
070101006010490,070101,CALLAO,006,049,11,45,2,medio bajo
07010100700040A,070101,CALLAO,007,040,47,163,4,medio alto
070101007000430,070101,CALLAO,007,043,21,68,4,medio alto
07010100602056A,070101,CALLAO,006,056,3,12,2,medio bajo
070101007000390,070101,CALLAO,007,039,33,116,4,medio alto
070101006020340,070101,CALLAO,006,034,24,86,2,medio bajo
070101008000040,070101,CALLAO,008,004,37,116,3,medio
070101006020300,070101,CALLAO,006,030,27,97,2,medio bajo
070101008000110,070101,CALLAO,008,011,83,285,3,medio
07010100602031B,070101,CALLAO,006,031,15,60,2,medio bajo
070101006020560,070101,CALLAO,006,056,9,36,2,medio bajo
07010100602031A,070101,CALLAO,006,031,22,90,2,medio bajo
07010100700037A,070101,CALLAO,007,037,46,189,2,medio bajo
070101006040200,070101,CALLAO,006,020,22,88,2,medio bajo
07010100602023A,070101,CALLAO,006,023,33,123,2,medio bajo
070101006030430,070101,CALLAO,006,043,6,22,3,medio
070101006010480,070101,CALLAO,006,048,16,56,2,medio bajo
070101007000380,070101,CALLAO,007,038,8,29,4,medio alto
07010100700041A,070101,CALLAO,007,041,12,47,4,medio alto
07010100602020B,070101,CALLAO,006,020,39,169,2,medio bajo
070101006010460,070101,CALLAO,006,046,18,70,2,medio bajo
07010100602036A,070101,CALLAO,006,036,12,39,2,medio bajo
070101006010420,070101,CALLAO,006,042,16,63,2,medio bajo
07010100700021A,070101,CALLAO,007,021,1,6,2,medio bajo
070101008000030,070101,CALLAO,008,003,47,173,3,medio
070101006010450,070101,CALLAO,006,045,17,73,2,medio bajo
070101006010410,070101,CALLAO,006,041,25,115,2,medio bajo
07010100602036B,070101,CALLAO,006,036,21,65,3,medio
07010100601043E,070101,CALLAO,006,043,2,9,2,medio bajo
070101008000160,070101,CALLAO,008,016,75,261,4,medio alto
070101008000170,070101,CALLAO,008,017,46,189,3,medio
070101008000130,070101,CALLAO,008,013,74,252,4,medio alto
070101006010440,070101,CALLAO,006,044,23,109,2,medio bajo
070101008000230,070101,CALLAO,008,023,45,181,4,medio alto
070101006020380,070101,CALLAO,006,038,33,143,3,medio
070101006010500,070101,CALLAO,006,050,22,108,2,medio bajo
070101008000200,070101,CALLAO,008,020,52,181,4,medio alto
070101006020350,070101,CALLAO,006,035,26,113,2,medio bajo
07010100601043C,070101,CALLAO,006,043,3,5,2,medio bajo
070101008000140,070101,CALLAO,008,014,59,194,4,medio alto
070101008000120,070101,CALLAO,008,012,22,102,4,medio alto
070101008000180,070101,CALLAO,008,018,17,76,4,medio alto
070101006020500,070101,CALLAO,006,050,7,28,2,medio bajo
070101008000220,070101,CALLAO,008,022,63,224,4,medio alto
070101008000190,070101,CALLAO,008,019,52,181,4,medio alto
070101049000480,070101,CALLAO,049,048,11,35,4,medio alto
07010104900056A,070101,CALLAO,049,056,1,1,4,medio alto
070101048000160,070101,CALLAO,048,016,31,92,5,alto
070101031000080,070101,CALLAO,031,008,20,66,3,medio
070101030000150,070101,CALLAO,030,015,30,118,3,medio
07010100400044C,070101,CALLAO,004,044,30,116,3,medio
070101048000350,070101,CALLAO,048,035,20,66,4,medio alto
07010100400039A,070101,CALLAO,004,039,75,267,3,medio
07010103000017C,070101,CALLAO,030,017,34,159,3,medio
070101004000550,070101,CALLAO,004,055,36,155,3,medio
07010100400037A,070101,CALLAO,004,037,36,145,3,medio
07010100400058A,070101,CALLAO,004,058,17,76,3,medio
07010100400044A,070101,CALLAO,004,044,1,3,3,medio
07010100400055B,070101,CALLAO,004,055,17,67,3,medio
07010100400055E,070101,CALLAO,004,055,13,46,3,medio
070101031000590,070101,CALLAO,031,059,74,276,3,medio
070101030000160,070101,CALLAO,030,016,28,100,3,medio
07010100400044B,070101,CALLAO,004,044,21,87,3,medio
07010100400043J,070101,CALLAO,004,043,19,76,3,medio
07010100400055A,070101,CALLAO,004,055,25,118,3,medio
07010103000020C,070101,CALLAO,030,020,23,85,3,medio
070101048000380,070101,CALLAO,048,038,85,311,4,medio alto
070101048000360,070101,CALLAO,048,036,59,201,4,medio alto
07010100400055C,070101,CALLAO,004,055,15,69,3,medio
07010100400017Z,070101,CALLAO,004,017,16,59,3,medio
070101031000600,070101,CALLAO,031,060,52,231,3,medio
070101006010340,070101,CALLAO,006,034,32,138,2,medio bajo
07010100601037D,070101,CALLAO,006,037,36,140,2,medio bajo
07010104800033A,070101,CALLAO,048,033,12,63,4,medio alto
070101048000220,070101,CALLAO,048,022,139,521,4,medio alto
070101030000180,070101,CALLAO,030,018,76,333,3,medio
070101031000100,070101,CALLAO,031,010,22,99,3,medio
070101030000250,070101,CALLAO,030,025,13,50,3,medio
070101030000280,070101,CALLAO,030,028,85,353,3,medio
070101030000300,070101,CALLAO,030,030,16,67,3,medio
07010100800034B,070101,CALLAO,008,034,73,286,4,medio alto
070101030000360,070101,CALLAO,030,036,66,309,3,medio
07010103000024A,070101,CALLAO,030,024,3,13,3,medio
070101008000360,070101,CALLAO,008,036,113,470,4,medio alto
070101030000230,070101,CALLAO,030,023,49,189,3,medio
070101031000430,070101,CALLAO,031,043,21,101,3,medio
070101031000410,070101,CALLAO,031,041,32,118,3,medio
070101030000270,070101,CALLAO,030,027,62,209,3,medio
070101030000260,070101,CALLAO,030,026,12,62,3,medio
070101031000150,070101,CALLAO,031,015,26,96,3,medio
070101031000130,070101,CALLAO,031,013,25,112,3,medio
070101030000290,070101,CALLAO,030,029,22,83,3,medio
070101031000180,070101,CALLAO,031,018,31,107,3,medio
070101030000310,070101,CALLAO,030,031,72,254,3,medio
070101031000140,070101,CALLAO,031,014,29,127,3,medio
070101030000350,070101,CALLAO,030,035,51,242,3,medio
070101031000160,070101,CALLAO,031,016,23,108,3,medio
070101008000370,070101,CALLAO,008,037,77,271,4,medio alto
070101031000420,070101,CALLAO,031,042,27,106,3,medio
070101030000320,070101,CALLAO,030,032,44,189,3,medio
070101030000340,070101,CALLAO,030,034,55,236,3,medio
070101006010520,070101,CALLAO,006,052,28,92,2,medio bajo
070101031000110,070101,CALLAO,031,011,27,103,3,medio
070101031000120,070101,CALLAO,031,012,21,77,3,medio
070101031000170,070101,CALLAO,031,017,43,135,3,medio
07010100400043N,070101,CALLAO,004,043,20,85,3,medio
07010100400062B,070101,CALLAO,004,062,31,129,2,medio bajo
07010100400017X,070101,CALLAO,004,017,10,38,3,medio
07010100400062F,070101,CALLAO,004,062,19,78,3,medio
070101030000380,070101,CALLAO,030,038,49,187,3,medio
070101048000240,070101,CALLAO,048,024,35,141,4,medio alto
070101030000400,070101,CALLAO,030,040,57,211,3,medio
070101031000580,070101,CALLAO,031,058,60,239,3,medio
070101030000390,070101,CALLAO,030,039,57,219,3,medio
070101031000360,070101,CALLAO,031,036,20,84,3,medio
070101031000200,070101,CALLAO,031,020,28,99,3,medio
070101008000240,070101,CALLAO,008,024,31,131,4,medio alto
070101048000440,070101,CALLAO,048,044,14,56,4,medio alto
070101031000400,070101,CALLAO,031,040,28,130,3,medio
07010104800056A,070101,CALLAO,048,056,40,146,4,medio alto
070101048000410,070101,CALLAO,048,041,81,312,4,medio alto
070101052000240,070101,CALLAO,052,024,33,107,5,alto
070101048000510,070101,CALLAO,048,051,91,315,4,medio alto
070101052000110,070101,CALLAO,052,011,36,124,4,medio alto
070101052000010,070101,CALLAO,052,001,41,166,4,medio alto
070101048000520,070101,CALLAO,048,052,58,219,4,medio alto
070101048000450,070101,CALLAO,048,045,60,223,4,medio alto
070101048000550,070101,CALLAO,048,055,60,213,4,medio alto
070101052000250,070101,CALLAO,052,025,74,253,5,alto
070101048000540,070101,CALLAO,048,054,46,178,4,medio alto
070101048000420,070101,CALLAO,048,042,63,234,4,medio alto
070101052000200,070101,CALLAO,052,020,75,271,5,alto
070101052000330,070101,CALLAO,052,033,67,218,5,alto
070101048000490,070101,CALLAO,048,049,65,284,4,medio alto
070101052000020,070101,CALLAO,052,002,55,201,4,medio alto
070101048000500,070101,CALLAO,048,050,20,76,4,medio alto
07010104800037A,070101,CALLAO,048,037,253,935,4,medio alto
