proyecto,codigo_proyecto,promotor,direccion,departamento,provincia,distrito,periodo_publicacion,area_techada_min,area_techada_max,area_lote_min,area_lote_max,precio_min,precio_max,unidades_disponibles,bono_verde,web,telefono,programa
RESIDENCIAL NUEVO AMANECER,,GRUPO EMPRESARIAL NUEVO AMANECER SAC,"AV. ALAMEDA TRAVERSO S/N, LOTE-NA MZ P, URB. LAS COLINAS DE SAN ANTONIO",JUNÍN,HUANCAYO,HUANCAYO,1/07/2026,82.29,57.6,0.0,0.0,289000.0,198000.0,20,0,https://nuevoamanecer.pe/index.php,945746095,nuevo_credito_mivivienda
TORRES TITANIUM,,HOLDING INVERSIONES REYNAGA S.A.C.,A UNOS PASOS DEL TAMBO Y LA UNIVERSIDAD CONTINENTAL. (AVENIDA SAN AGUSTIN Y AVENIDA SAN CARLOS),JUNÍN,HUANCAYO,HUANCAYO,1/07/2026,97.66,41.35,0.0,0.0,327000.0,136000.0,20,0,https://www.facebook.com/profile.php?id=61588196065630,981407634,nuevo_credito_mivivienda
VILLA SAN PEDRO,,LLACSA S.A.C.,JR. MARISCAL CACERES Y AV. TUPAC AMARU ALTURA DEL MTC,JUNÍN,HUANCAYO,SAN PEDRO DE SAÑO,1/07/2026,90.0,90.0,0.0,0.0,195000.0,165000.0,20,0,https://www.facebook.com/people/TERRA-VERDE-Inmobiliaria/61572771512066/#,956000475,nuevo_credito_mivivienda
CONDOMINIO LOS ARANDANOS,,DESARROLLO INMOBILIARIO MARVERDE S.A.C,"MZ B9 LTE. 24, URB. MARVERDE I ETAPA FASE 2.1, DISTRITO DE CHAO, PROVINCIA DE VIRÚ Y DEPARTAMENTO DE LA LIBERTAD",LA LIBERTAD,VIRU,CHAO ,1/07/2026,100.2,50.1,0.0,0.0,170000.0,125000.0,105,0,https://marverde.pe/,970205657,nuevo_credito_mivivienda
Torres del Mall,,Constructora Moreno Linch S.A.C,Cruce Av. América Oeste y Av. Jesús de Nazareth,LA LIBERTAD,Trujillo,Covicorti,1/07/2026,64.2,52.7,0.0,0.0,295000.0,235000.0,500,0,https://morenolinch.com,940508668,nuevo_credito_mivivienda
 Sol de Huanchaco II,,CONSTRUCTORA GALILEA S.A.C.,Vía Evitamiento Km 575,LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,90.0,90.0,0.0,0.0,260000.0,145000.0,359,2,http://galilea.com.pe/,948319048,nuevo_credito_mivivienda
ALBORADA ETAPA I,,GRUPO INMOBILIARIA CODELI SAC,CARRETERA HUANCHACO KM 10,LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,120.0,88.0,0.0,0.0,420000.0,300000.0,35,0,https://grupocodeli.pe/,983057380,nuevo_credito_mivivienda
ANDALUCIA,,CONSTRUCTORA CUMBRES TRUJILLO S.A.C.,"AV. EL CORTIJO S/N - URB. ANDALUCÍA, HUANCHACO - TRUJILLO",LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,69.0,62.0,0.0,0.0,195000.0,163200.0,100,0,www.cumbres.pe,933263603,nuevo_credito_mivivienda
CONDOMINIO LAS BRISAS,,LAS BRISAS DE SANTA CLARA SAC,MZ. N LOTE N1 URB. SANTA CLARA,LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,85.76,76.91,0.0,0.0,294000.0,247000.0,23,2,WWW.TOPHOUSE.PE,981 198 883,nuevo_credito_mivivienda
Sol de Chan Chan II,,CONSTRUCTORA GALILEA S.A.C.,Av. Ramón Castilla 901-KM7 Autopista Huanchaco,LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,71.0,63.0,0.0,0.0,263000.0,160000.0,44,2,http://galilea.com.pe/,948319048,nuevo_credito_mivivienda
SANTA JULIA,,GRINSA SAC,HUANCHAQUITO ALTO 13000 ,LA LIBERTAD,TRUJILLO,HUANCHAQUITO,1/07/2026,36.74,36.74,0.0,0.0,284500.0,182000.0,27,2,https://www.facebook.com/grinsaconstructoratrujillo/?locale=es_LA,992546676 / 949424630,nuevo_credito_mivivienda
LA MERCED URBANIZACIÓN,,CONDOMINIO LA MERCED,SUBLOTE 1B PREDIO TRAPICHE - LAREDO - TRUJILLO - LA LIBERTAD,LA LIBERTAD,TRUJILLO,LAREDO,1/07/2026,122.56,62.23,0.0,0.0,217140.0,118822.0,300,0,https://lamercedlaredo.com/,972362937,nuevo_credito_mivivienda
CONJUNTO RESIDENCIAL VILLA SILVESTRE 2,,GRINSA SAC,"Predio los muertos y otros lote c, valle moche",LA LIBERTAD,TRUJILLO,MOCHE,1/07/2026,52.71,49.27,0.0,0.0,256000.0,225000.0,31,0,https://www.facebook.com/grinsainmobiliaria/,992546676,nuevo_credito_mivivienda
RESIDENCIAL LAS DELICIAS DE MOCHE,,TOP HOUSE LAS DELICIAS DE MOCHE S.A.C. (TOP HOUSE GESTORA INMOBILIARIA),"JOSE INCLAN S/N, MOCHE",LA LIBERTAD,TRUJILLO,MOCHE,1/07/2026,125.5,86.8,0.0,0.0,358800.0,254400.0,108,0,https://tophouse.pe/las-delicias-de-moche/,981198883,nuevo_credito_mivivienda
METROPOLITANA,,INNOBA INMOBILIARIA SAC,MZ J LT 01 URB. EL VALLE II ,LA LIBERTAD,TRUJILLO,TRUJILLO,1/07/2026,65.65,35.77,0.0,0.0,365000.0,180000.0,13,0,www.innoba.pe,970714551,nuevo_credito_mivivienda
RESIDENCIAL VILLA REAL,,INMOBILIARIA SANTA CATALINA SAC,Urb. Villa Municipal de Trujillo Mz B Lote 1,LA LIBERTAD,TRUJILLO ,TRUJILLO ,1/07/2026,77.0,71.0,0.0,0.0,282000.0,224200.0,100,0,,944538735,nuevo_credito_mivivienda
Primavera de San Isidro,,Inversiones Nuevo Pacifico SAC,Calle Vargas Llosa Mz. A Lote 01,LA LIBERTAD,Trujillo,Trujillo,1/07/2026,82.43,80.0,0.0,0.0,255000.0,210000.0,181,0,https://www.inp.com.pe,943777318,nuevo_credito_mivivienda
RESIDENCIAL EL CARMEN,,Inversiones Nuevo Pacifico SAC,Asociación de Vivienda El Carmen Mz. P3 Lote 49,LA LIBERTAD,Trujillo,Trujillo,1/07/2026,82.0,80.0,0.0,0.0,330000.0,325000.0,8,0,https://www.inp.com.pe/,943777319,nuevo_credito_mivivienda
ROMA APARTMENTS,,CORPORACIÓN BRANDM EIRL,PASAJE ITALIA LOTE 4 URB. SANTA EDELMIRA,LA LIBERTAD,TRUJILLO,VICTOR LARCO,1/07/2026,98.0,61.0,0.0,0.0,418500.0,255500.0,19,0,https://www.instagram.com/inmobiliaria.brandm?igsh=amM2YzV3bXlkMGto,933499040,nuevo_credito_mivivienda
CONJUNTO RESIDENCIAL LOS SAUCE II ETAPA,,AGUITEL S.A.C ,"SUB LOTE B-4ª, URB. LOS SAUCES 2DA ETAPA",LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,1/07/2026,98.0,49.0,0.0,0.0,195000.0,147000.0,128,0,www.avanti.com.pe,960 203 341,nuevo_credito_mivivienda
EL MIRADOR DEL GOLF,,CLASEM S.A.C.,"Prolog. César Vallejo 2670 - 2680, Urb. El Mirador del Golf",LA LIBERTAD,TRUJILLO ,VICTOR LARCO HERRERA,1/07/2026,86.0,60.0,0.0,0.0,280000.0,169900.0,66,2,https://clasem.com/proyecto/el-mirador-del-golf/,922404148,nuevo_credito_mivivienda
ELEVA 17,,IMPULSA EDIFICACIONES GENERALES S.A.C,Av. Huaman 131 LOTE 1B-STA EDELMIRA,LA LIBERTAD,TRUJILLO ,VICTOR LARCO HERRERA,1/07/2026,85.0,50.0,0.0,0.0,340000.0,180000.0,272,0,,970524986,nuevo_credito_mivivienda
MULTIFAMILIAR FÉNIX 21,,CONSTRUCTORA CONSTRUMINING SAVELAND SAC,Sector Balneario - Barrio 1 Mz. 21 Lote: 20 Hnos. Pinson 315,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,1/07/2026,0.0,54.55,0.0,0.0,165000.0,150000.0,4,0,,,nuevo_credito_mivivienda
RESIDENCIAL EL GOLF DE TRUJILLO,,DERRAMA MAGISTERIAL,"VIA EVITAMIENTO S/N, EX FUNDO SAN PEDRO",LA LIBERTAD,TRUJILLO ,VICTOR LARCO HERRERA,1/07/2026,0.0,70.0,0.0,0.0,160000.0,125000.0,859,0,,960238168,nuevo_credito_mivivienda
CONJUNTO RESIDENCIAL PARQUE SANTA SOFIA - ETAPA 1,,CLASEM S.A.C.,Av. Evitamiento S/N a espaldas de SENCICO (A 5 min. de SENATI),LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,119.52,63.46,0.0,0.0,268500.0,160500.0,120,2,https://clasem.com/proyecto/santa-sofia/,986608323,nuevo_credito_mivivienda
EDIFICIO RESIDENCIAL BETANIA ,,SANTA MARIA DEL NORTE CONSTRUCTORA & INMOBILIARIA SAC,Av. Comercio s/n Mz C lote N° 6 Urbanizacion Villa del Norte VI Etapa,LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,109.0,70.0,0.0,0.0,335000.0,170000.0,36,0,https://www.facebook.com/BetaniaResidencial/,978185313,nuevo_credito_mivivienda
Los Parques de San Gabriel,,CLASEM S.A.C.,Av. Vía Evitamiento S/N a espaldas de SENCICO (A 5 min. de SENATI),LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,81.0,68.0,0.0,0.0,280000.0,169900.0,49,2,https://clasem.com/proyecto/los-parques-de-san-gabriel/,986 608 323,nuevo_credito_mivivienda
RESIDENCIAL LOS CEREZOS,,BRICK CONSTRUCTORA INMOBILIARIA SAC,"CALLE LOS CEREZOS MZ B LT 10 CHICLAYO, CHICLAYO, LAMBAYEQUE",LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,40.0,40.0,0.0,0.0,136000.0,127500.0,8,0,https://www.instagram.com/brick.constructorainmb?igsh=MXB6cGp1M25pOG81ag==,925634245,nuevo_credito_mivivienda
SOL DE LAS LOMAS,,CONSTRUCTORA GALILEA S.A.C.,FRENTE AL OVALO DE LA AV. AGRICULTURA,LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,83.32,41.6,0.0,0.0,219990.0,157990.0,500,2,https://galilea.com.pe/sol-de-las-lomas/,924884444,nuevo_credito_mivivienda
Villa Posada del Sol de Chiclayo,,MENORCA INVERSIONES SAC,ALT. KM 3.5 CARRETERA A FERREÑAFE,LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,79.59,39.2,0.0,0.0,234990.0,137500.0,46,2,https://menorca.pe/proyectos/casas/villa-posada-del-sol-chiclayo, 991 355 676,nuevo_credito_mivivienda
JARDINES DE CHOSICA ,,GRINSA SAC,PREDIO CHACUPE UC 11804 SECTOR CHACUPE,LAMBAYEQUE,CHICLAYO,LA VICTORIA,1/07/2026,70.23,60.0,0.0,0.0,184200.0,137000.0,39,1,,933670890,nuevo_credito_mivivienda
JOCKEY RESIDENCIAL - CHICLAYO,,HM INVERSIONISTAS S.A.C,Av. Los Incas N° 497 - La Victoria,LAMBAYEQUE,CHICLAYO,LA VICTORIA,1/07/2026,83.3,74.0,0.0,0.0,258718.0,220447.0,88,2,https://consorciodhmont.com/portfolio/jockey-residencial/,994623510 / 995176926,nuevo_credito_mivivienda
PUERTAS DEL SOL III,,CONSTRUCTORA GALILEA SAC,ALTURA DEL KM 776 DE LA PANAMERICANA NORTE,LAMBAYEQUE,CHICLAYO,LA VICTORIA,1/07/2026,113.22,90.0,0.0,0.0,346.922,192.49,71,0,https://galilea.com.pe/,?924 884 444,nuevo_credito_mivivienda
SAN SEBASTIAN,,GRINSA SAC,FUNDO CHACUPE CP PARCELA 70,LAMBAYEQUE,CHICLAYO,LA VICTORIA,1/07/2026,121.0,60.0,0.0,0.0,360000.0,153000.0,245,1,,922683496,nuevo_credito_mivivienda
VALLE HERMOSO ,,GRINSA SAC,"Urb. Los Nogales, pasando Santa Rosa PNP",LAMBAYEQUE,CHICLAYO,LA VICTORIA,1/07/2026,102.91,50.0,0.0,0.0,218500.0,123000.0,55,1,,922683496,nuevo_credito_mivivienda
SOL DE LAMBAYEQUE II,,CONSTRUCTORA GALILEA S.A.C.,"Av. Andrés Avelino Cáceres. Lambayeque, a 2 min del Hospital Belén",LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1/07/2026,90.0,90.0,0.0,0.0,237990.0,171990.0,367,2,https://galilea.com.pe/sol-de-lambayeque2/,976 371  310,nuevo_credito_mivivienda
'LA AURORA DE PIMENTEL,,PROMOTORA PIMENTEL,CALLE SAN IGNACIO MZ 21 LT C0580,LAMBAYEQUE,CHICLAYO,PIMENTEL,1/07/2026,120.0,60.0,0.0,0.0,294500.0,174900.0,10,0,https://www.facebook.com/share/19cBsB5Tqb/?mibextid=wwXIfr,978831074,nuevo_credito_mivivienda
Las Torres del Pinar ,,Ortiz Lossio SRL,"Calle San José S/N, Ricardo Palma S/N, Leonardo Ortiz S/N (Cuadra 01)",LAMBAYEQUE,CHICLAYO,PIMENTEL,1/07/2026,53.23,52.95,0.0,0.0,213077.0,131253.0,30,0,www.inmobiliariamillenium.pe,989169556,nuevo_credito_mivivienda
RESIDENCIAL ALAMEDA SAN AGUSTIN,,MAXCONST EIRL.,KM 8.5 Carretera Chiclayo - Pimentel,LAMBAYEQUE,CHICLAYO,PIMENTEL,1/07/2026,60.0,60.0,0.0,0.0,350000.0,239000.0,40,0,https://www.facebook.com/permalink.php/?story_fbid=122130893996469927&id=61564097834722,954738934,nuevo_credito_mivivienda
SOL DE PIMENTEL II,,CONSTRUCTORA GALILEA S.A.C.,Carretera a Pimentel Km 5.5,LAMBAYEQUE,CHICLAYO,PIMENTEL,1/07/2026,90.0,90.0,0.0,0.0,239800.0,173990.0,505,2,https://galilea.com.pe/sol-de-pimentel-ii/,976 371  310,nuevo_credito_mivivienda
Condominio Casablanca,,AJR Services SAC,"Las Pampas de Pimentel, Lote 1,distrito de Pimentel, provincia de Chiclayo, departamento de Lambayeque.",LAMBAYEQUE,Chiclayo,Pimentel,1/07/2026,74.02,73.0,0.0,0.0,235152.19,219581.25,16,0,www.ajrgrupoinmobiliario.com,967944458,nuevo_credito_mivivienda
Del Parque Chiclayo Briz,,CISSAC,Av el sol S/N – Urb La Plata,LAMBAYEQUE,Chiclayo,Pimentel,1/07/2026,74.0,65.0,0.0,0.0,184605.0,161455.0,49,0,https://cissacperu.com/proyectos-en-venta/del-parque-chiclayo/,960 501 847,nuevo_credito_mivivienda
Villas de Bouganville,,J & S PERUANA STAR S.A.C.,KM. 768 DE LA PANAMERICANA NORTE - REQUE (A 20 min. Del centro de Chiclayo),LAMBAYEQUE,CHICLAYO,REQUE,1/07/2026,130.0,65.0,0.0,0.0,359000.0,239000.0,206,1,www.villasdebouganville.com,947445103,nuevo_credito_mivivienda
KAMPU,,LIDER INGENIERIA Y CONSTRUCCIÓN S.A,"AV. DANIEL ALCIDES CARRIÓN, ESQUINA CON AV. NN1, DISTRITO ATE VITARTE - SANTA CLARA",LIMA,LIMA,ATE,1/07/2026,79.86,66.26,0.0,0.0,327400.0,273000.0,6,1,HTTPS://LIDER.COM.PE/KAMPU,998 142 376,nuevo_credito_mivivienda
PARQUE CHIMÚ,,LA TORRE SERVICIOS INMOBILIARIOS S.A.C.,"Calle Las Chakiras 152, Salamanca",LIMA,LIMA,ATE,1/07/2026,93.97,47.36,0.0,0.0,363143.73,228971.09,8,0,https://latorresi.com/proyecto/chakira/,913738312,nuevo_credito_mivivienda
EDIFICIO ARCH TWO,,Zaavio Inmobiliaria S.A.C,Jr. Aurelio Souza 447,LIMA,LIMA,BARRANCO,1/07/2026,68.83,63.05,0.0,0.0,414759.0,403142.0,15,2,https://zaavioinmobiliaria.com/,993 554 296,nuevo_credito_mivivienda
EDIFICIO DE VIVIENDA MULTIFAMILIAR CASA BARRANCO,,GDC PROYECTOS PERU D SAC,Calle Enrique Barrón MZ.15 LT.158-159 URB.TEJADA-BARRANCO,LIMA,LIMA,BARRANCO,1/07/2026,47.0,40.0,0.0,0.0,0.0,392554.0,24,0,,951 937354/ 950 355 215,nuevo_credito_mivivienda
AMARI,,LA PAZ DESARROLLO INMOBILIARIO S.A.C.,"AV. LA PAZ 118, SAN MIGUEL",LIMA,LIMA,BREÑA,1/07/2026,73.81,73.81,0.0,0.0,475000.0,475000.0,1,0,WWW.INARCO.COM.PE,936 688 655,nuevo_credito_mivivienda
Conjunto Residencial Bonavista,,VAL D1,GENERAL ORBEGOSO 650,LIMA,LIMA,BREÑA,1/07/2026,70.69,41.27,0.0,0.0,394000.0,236550.0,111,0,https://bonavista.pe/,997 765 844,nuevo_credito_mivivienda
EDIFICIO MULTIFAMILIAR PALMER,,GRUPO DYM CONSTRUCTORA E INMOBILIARIA SAC,Jiron Jorge Chavez N° 1039-1045,LIMA,LIMA,BREÑA,1/07/2026,63.61,45.81,0.0,0.0,381700.0,241200.0,102,2,https://www.grupodymperu.com/,947612892,nuevo_credito_mivivienda
FAMILY TOWER 2,,QUATRO PROYECTOS S.A.C. (QUATRO INMOBILIARIA),Av. Republica de Portugal 690,LIMA,LIMA,BREÑA,1/07/2026,68.0,64.0,0.0,0.0,352000.0,352000.0,5,0,https://www.quatroinmobiliaria.pe/proyectos/family-tower-2/,946449319,nuevo_credito_mivivienda
GRAN PLAZA LORETO,,LOS PORTALES DEPARTAMENTOS SAC,Jr. Loreto N° 1588-1590,LIMA,LIMA,BREÑA,1/07/2026,70.78,33.99,0.0,0.0,0.0,270600.0,188,2,https://losportalesdepas.com.pe/,940205280,nuevo_credito_mivivienda
LOS PARQUES DE BREÑA CLUB RESIDENCIAL,,VIVA NEGOCIO INMOBILIARIO,AV CHAMAYA 280,LIMA,LIMA,BREÑA,1/07/2026,64.16,41.5,0.0,0.0,313138.0,279071.0,139,0,https://viva.com.pe/proyecto/los-parques-de-brena-club-residencial,959972546,nuevo_credito_mivivienda
RESIDENCIAL DOMUS SMART,,HOUZEN INMOBILIARIA SAC,Gral. Orbegoso 740,LIMA,LIMA,BREÑA,1/07/2026,63.0,50.0,0.0,0.0,350000.0,280000.0,13,2,https://houzen.pe/,960883264,nuevo_credito_mivivienda
Las Torres de Carabayllo ,,Inversiones Inmobiliarias Z&Z S.A.C.,"""URB. TORREBLANCA 3era. ETAPA 
AV. TÚPAC AMARU KM 23.50 
(Altura Paradero Llanta - Carabayllo""",LIMA,LIMA,CARABAYLLO,1/07/2026,58.5,44.9,0.0,0.0,189000.0,144000.0,64,2,https://zeta.pe/,997512022,nuevo_credito_mivivienda
VILLA CLUB CARABAYLLO Etapa V,,FREAK CONSTRUCTORES Y CONSULTORES SRL,"AV. COLECTORA. Lt V-13 URBANIZACION RESIDENCIAL URB. VILLA CLUB Etapa 5, distrito de Carabayllo, Lima",LIMA,Lima,CARABAYLLO,1/07/2026,140.0,72.89,0.0,0.0,215200.0,176000.0,29,0,Ginamaria Sánchez ,974790598,nuevo_credito_mivivienda
ALBAMAR RE+,,ALBA 39 SAC,"AV. ÓSCAR R. BENAVIDES 1740 (EX COLONIAL), CERCADO DE LIMA",LIMA,LIMA,CERCADO DE LIMA,1/07/2026,97.0,30.0,0.0,0.0,517900.0,185700.0,176,0,https://albamar.com.pe/departamentos/albamar-colonial-2/,994109277,nuevo_credito_mivivienda
CALIDEA,,QUARK PROYECTO 17 SAC,"JR. MANUEL DEL PINO 384 ESQ. CON JR. COMANDANTE MONTERO ROSAS N°1400-1408-1412-1420, URB. SANTA BEATRIZ, DISTRITO CERCADO DE LIMA",LIMA,LIMA,CERCADO DE LIMA,1/07/2026,52.0,40.0,0.0,0.0,488800.0,68800.0,15,0,https://quarkgrupoinmobiliario.com,944422655,nuevo_credito_mivivienda
EDIFICIO MULTIFAMILIAR SANTORINI,,CONSTRUCTORA E INMOBILIARIA BRAZIL S.A.C.,Av. Alejandro Tirado 751,LIMA,LIMA,CERCADO DE LIMA,1/07/2026,90.0,42.71,0.0,0.0,555259.0,263472.0,274,2,https://brazil.pe/proyecto/departamentos-en-santa-beatriz/,941 683 152,nuevo_credito_mivivienda
URBAN TOWER 3,,QUATRO OMICRON S.A.C. (QUATRO INMOBILIARIA),"Av. Mariano Cornejo 1824, Lima",LIMA,LIMA,CERCADO DE LIMA,1/07/2026,93.5,34.0,0.0,0.0,481506.0,234500.0,5,0,https://www.quatroinmobiliaria.pe/proyectos/urban-tower-3/,946449319,nuevo_credito_mivivienda
Residencial San Ignacio de Chaclacayo ,,Grupo Pozo inmobiliaria ,Carretera Central km 22.5 - nro 2226 - paradero comercio,LIMA,LIMA,CHACLACAYO,1/07/2026,127.0,42.0,0.0,0.0,498000.0,155000.0,348,2,https://inmobiliariapozo.com/,997929415,nuevo_credito_mivivienda
VILLA DEL PUERTO 1,,CONSTRUCTORA CUMBRES CHANCAY S.A.C. (CUMBRES),"KM. 1.5 Carretera Chancay - Huaral, Chancay",LIMA,HUARAL,CHANCAY,1/07/2026,54.0,54.0,0.0,0.0,136000.0,136000.0,100,0,www.cumbres.pe,924831411 / 924838042,nuevo_credito_mivivienda
ALAMEDA VISTA VERDE,,LOS PORTALES S.A.,"SUB  LOTE 01, PREDIO DENOMINADO CARMEN CONDE",LIMA,CAÑETE,CHILCA,1/07/2026,107.21,89.04,0.0,0.0,362000.0,345000.0,19,2,HTTPS://WWW.LOSPORTALES.COM.PE/ALAMEDA-VISTA-VERDE/,997342976,nuevo_credito_mivivienda
VILLA DE LA ALAMEDA SUR II,,LOS PORTALES S.A.,Km.62.5 Panamericana Sur,LIMA,CAÑETE,CHILCA,1/07/2026,152.59,86.31,0.0,0.0,193620.0,169000.0,2,2,https://www.losportales.com.pe/villa-de-la-alameda-sur/,997342976,nuevo_credito_mivivienda
VILLA DE LA ALAMEDA SUR III,,LOS PORTALES S.A.,"Sub lote 2, ubicando en el fundo Yolico, en la quebrada de Parca, urb. Villa de la Alameda Sur III",LIMA,CAÑETE,CHILCA,1/07/2026,157.77,84.42,0.0,0.0,254251.0,177700.0,60,0,https://www.losportales.com.pe/villa-de-la-alameda-sur/,997342976,nuevo_credito_mivivienda
VILLA DE LA ALAMEDA SUR IV ETAPA 1 y 2,,LOS PORTALES S.A.,Fundo El Carmen - Predio San Antonio ,LIMA,CAÑETE,CHILCA,1/07/2026,90.0,45.0,0.0,0.0,247457.0,174000.0,167,0,https://www.losportales.com.pe/villa-de-la-alameda-sur/,999447447,nuevo_credito_mivivienda
Alameda las Gaviotas,,CISSAC,Av. Las Gaviotas N° 246,LIMA,LIMA,CHORRILLOS,1/07/2026,51.0,51.0,0.0,0.0,309892.0,309892.0,2,2,https://cissacperu.com/,936297293,nuevo_credito_mivivienda
Condominio Felizia,,La Venturosa S.A.,"Av. Los Faisanes 327, Chorrillos",LIMA,LIMA,CHORRILLOS,1/07/2026,66.48,61.66,0.0,0.0,341906.54,324863.23,26,2,https://www.laventurosa.com,908837110,nuevo_credito_mivivienda
FLORECE,,MUREL DOMUM INVERSIONES S.A.C.,"Av. Los Faisanes 222, Chorrillos",LIMA,LIMA,CHORRILLOS,1/07/2026,72.83,25.94,0.0,0.0,365000.0,147000.0,123,2,,908 861 745,nuevo_credito_mivivienda
FRIENDZ 2,,HL DESARROLLOS INMOBILIARIOS,Ca. Andromeda Mz. J Lote 3,LIMA,LIMA,CHORRILLOS,1/07/2026,95.56,54.39,0.0,0.0,475603.0,292303.0,32,0,https://hldi.pe/friendz-2/, 973 139 259,nuevo_credito_mivivienda
GRAN GUARDIA PERUANA,,LOS PORTALES DEPARTAMENTOS SAC,"Av. Guardia Peruana MZ. G, Lt. 30, Sublote 29. Urb La Campiña",LIMA,LIMA,CHORRILLOS,1/07/2026,66.13,33.4,0.0,0.0,385235.0,242671.0,170,2,https://losportalesdepas.com.pe/,940205280,nuevo_credito_mivivienda
MIXXO,,Avenir Grupo Inmobiliario,"Av. Los Faisanes 204, CHORRILLOS,LIMA",LIMA,LIMA,CHORRILLOS,1/07/2026,65.0,65.0,0.0,0.0,390000.0,336000.0,126,2,https://www.avenirperu.pe/mixxo,941286997,nuevo_credito_mivivienda
MYKONOS,,SOLUCIONES ESPECIFICAS S.A.C.,Calle Dario Torres N° 153,LIMA,LIMA,CHORRILLOS,1/07/2026,0.0,39.0,0.0,0.0,0.0,345000.0,11,0,https://www.ifi-peru.com/,998991402,nuevo_credito_mivivienda
ORQUIDEAS,,Alegra Ontario S.A.C.,"CA. ONTARIO 192, URB. PARCELACIÓN LA CAMPIÑA",LIMA,LIMA,CHORRILLOS,1/07/2026,79.6,40.0,0.0,0.0,475675.0,200050.0,160,0,https://alegrainmobiliaria.pe/,934 457 046,nuevo_credito_mivivienda
RESIDENCIAL JOSE OLAYA ,,INJUANDEALIAGA PROYECTOS S.A.C.,AV JOSE OLAYA NRO 225,LIMA,LIMA,CHORRILLOS,1/07/2026,56.34,36.72,0.0,0.0,352138.0,243207.0,23,2,,979726392,nuevo_credito_mivivienda
SOLARIS,,GRUPO SANTA MARÍA,JIRON COMUNIDAD INDUSTRIAL NUMERO 230,LIMA,LIMA,CHORRILLOS,1/07/2026,145.0,40.0,0.0,0.0,530000.0,225000.0,350,0,https://gruposantamaria.com/,961769375,nuevo_credito_mivivienda
Sol Boulevard,,La Venturosa S.A.,"Av. El sol 1033, Chorrillos",LIMA,LIMA,CHORRILLOS,1/07/2026,68.0,33.0,0.0,0.0,341500.0,214000.0,400,0,https://laventurosa.com/proyectos/solboulevard/,908837110,nuevo_credito_mivivienda
Acacias Villa Residencial ,,VIVA NEGOCIO INMOBILIARIO,AV MANUEL GONZALES PRADA 1083 - 1085,LIMA,LIMA,COMAS,1/07/2026,110.0,55.0,0.0,0.0,270000.0,171000.0,350,2,https://www.viva.com.pe/proyecto/acacias-villa-residencial,959972546,nuevo_credito_mivivienda
CEREZOS CLUB RESIDENCIAL,,VIVA NEGOCIO INMOBILIARIO,"AV. A N°415 , CRUCE CON JR MONTEAGUDO",LIMA,LIMA,COMAS,1/07/2026,148.0,67.0,0.0,0.0,390000.0,247000.0,406,2,https://www.viva.com.pe/proyecto/cerezos-club-residencial,959972546,nuevo_credito_mivivienda
Ciudad Sol de Collique,,CONSORCIO DHMONT & CG&M SAC,Av. Micaela Bastidas Cuadra 8 – Comas,LIMA,LIMA,COMAS,1/07/2026,71.0,42.0,0.0,0.0,268135.0,148090.0,250,2,https://consorciodhmont.com/,991683168,nuevo_credito_mivivienda
Condominio Cinnco,,W R S.A.,"Av Alamedas del Retablo, Comas",LIMA,LIMA,COMAS,1/07/2026,81.0,73.0,0.0,0.0,347800.0,308000.0,188,2,https://lider.com.pe/condominio-cinnco,939922379,nuevo_credito_mivivienda
Conjunto Residencial Condominio Cuattro,,W R S.A.,PARCELA B2-A DE LA PARCELA B. MANZANA B-2 LOTE 2 EN EL JR H (EX CALLE C) S/N,LIMA,LIMA,COMAS,1/07/2026,104.0,77.0,0.0,0.0,389000.0,348600.0,61,2,https://lider.com.pe/condominio-cuattro,939922379,nuevo_credito_mivivienda
LOS GERANIOS 2 CONJUNTO RESIDENCIAL,,VIVA NEGOCIO INMOBILIARIO,"CRUCE DE CALLE 1 CON AV. BELAUNDE, COMAS",LIMA,LIMA,COMAS,1/07/2026,51.0,49.0,0.0,0.0,157000.0,134490.0,814,0,https://viva.com.pe/proyecto/geranios-2-condominio-de-departamentos,959972546,nuevo_credito_mivivienda
Residencial Seiss,,W R S.A.,"Av Alamedas del Retablo, Comas",LIMA,LIMA,COMAS,1/07/2026,58.0,54.0,0.0,0.0,270000.0,239900.0,162,0,https://lider.com.pe/residencial-seiss,939922379,nuevo_credito_mivivienda
