listing_id,url,distrito,encabezado,moneda,precio,mantenimiento,tipo_inmueble,titulo,descripcion,rooms,bedrooms,bathrooms,area_m2,address_region,address_locality
150931384,https://urbania.pe/inmueble/clasificado/veclcain-venta-de-casa-en-puerto-viejo-san-antonio-san-antonio-4-dormitorios-150931384,PUERTO VIEJO - SAN ANTONIO,"Venta Casa en Puerto Viejo - San Antonio S/ 641,000",PEN,641000.0,600.0,House,Venta de Casa en San Antonio - Grau 4 Dormitorios y - 150931384 | Urbania Peru,Casa en condominio exclusivoUbicación privilegiada: A solo 1 hora de Lima y 20 min del Boulevard de Asia 3 niveles con amplias terraza 4 dormitorios ...,4.0,4.0,3.0,95.0,Puerto Viejo - San Antonio,"San Antonio, Grau, Apurimac, Peru urbania"
150047147,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-san-sebastian-cusco-150047147,SAN SEBASTIAN CUSCO,"Venta Terreno / Lote en San Sebastian S/ 170,500",PEN,170500.0,,,,,,,,,,
150915170,https://urbania.pe/inmueble/clasificado/veclcain-venta-de-casa-en-los-alamos-de-monterrico-santiago-de-surco-4-dormitorios-150915170,LOS ALAMOS DE MONTERRICO,"Venta Casa en Los Alamos De Monterrico S/ 2,550,000",PEN,2550000.0,,House,Venta de Casa en Santiago de Surco - Lima 4 Dormitorios y - 150915170 | Urbania Peru,HERMOSA CASA EN VENTA CON INCREIBLE VISTA A LA CIUDAD AREA DE TERRENO 1006 M2 AREA TECHADA 336 M2 LA CASA CUENTA CON 4 DORMITORIOS CADA UNO CON BAÑO INCOR...,4.0,4.0,5.0,1462.0,Los Alamos De Monterrico,"Santiago de Surco, Lima, Lima, Peru urbania"
150851648,https://urbania.pe/inmueble/clasificado/veclcain-venta-de-casa-en-san-juan-de-lurigancho-lima-3-dormitorios-150851648,SAN JUAN DE LURIGANCHO,"Venta Casa en San Juan de Lurigancho S/ 475,000",PEN,475000.0,,House,Venta de Casa en San Juan de Lurigancho - Lima 3 Dormitorios y - 150851648 | Urbania Peru,SE VENDE CASA DE 3 PISOS MAS AZOTEA EN ESQUINA EN SANTA MARIA. SE UBICA ALT. DE PARQUE 27 DE MARZO CUENTA CON UN AREA DE TERRENO DE 119M2 CONSTRUIDO 3 PIS...,3.0,3.0,2.0,119.0,San Juan de Lurigancho,"Lima, Lima, Peru urbania, "
150912526,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-punta-hermosa-lima-4-dormitorios-ascensor-150912526,PUNTA HERMOSA,"Venta Departamento en Punta Hermosa S/ 2,005,000",PEN,2005000.0,200.0,Apartment,Venta de Departamento en Punta Hermosa - Lima 4 Dormitorios y - 150912526 | Urbania Peru,"ESPECTACULAR PENT HOUSE CON LA MEJOR VISTA AL MAR! A solo 35 minutos de Lima, descubre este espectacular Penthouse en Punta Hermosa, diseñado para qu...",4.0,4.0,4.0,251.0,Punta Hermosa,"Lima, Lima, Peru urbania, "
150947471,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-santiago-de-surco-lima-3-dormitorios-ascensor-150947471,SANTIAGO DE SURCO,"Venta Departamento en Santiago de Surco S/ 991,200",PEN,991200.0,,Apartment,Venta de Departamento en Santiago de Surco - Lima 3 Dormitorios y - 150947471 | Urbania Peru,"Venta de Amplio Departamento de 157 m² en Valle Hermoso – Surco | Excelente Ubicación Moderno y amplio flat listo para mudarse, ubicado en una ...",3.0,3.0,3.0,157.0,Santiago de Surco,"Lima, Lima, Peru urbania, "
150719408,https://urbania.pe/inmueble/clasificado/veclcdin-venta-de-casa-de-campo-en-asia-canete-4-dormitorios-150719408,ASIA CANETE 4 DORMITORIOS,"Venta Casa de campo en Asia S/ 1,185,000",PEN,1185000.0,,,,,,,,,,
61681619,https://urbania.pe/inmueble/clasificado/vecllcin-venta-de-local-comercial-en-callao-lima-61681619,CALLAO,"Venta Local comercial en Callao S/ 945,401",PEN,945401.0,,,,,,,,,,
150953987,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-miraflores-lima-1-dormitorio-ascensor-150953987,MIRAFLORES,"Venta Departamento en Miraflores S/ 638,207",PEN,638207.0,,Apartment,Venta de Departamento en Miraflores - Lima 1 Dormitorio y - 150953987 | Urbania Peru,"Hermoso departamento flat de 1 dormitorio y 2 baños a sólo 4 cuadras de Larcomar, a pasos de la Bajada Balta y el malecón. Características:",1.0,1.0,2.0,69.0,Miraflores,"Lima, Lima, Peru urbania, "
143015231,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-aurora-miraflores-3-dormitorios-ascensor-143015231,AURORA,"Venta Departamento en Aurora S/ 1,632,200",PEN,1632200.0,,Apartment,Venta de Departamento en Miraflores - Lima 3 Dormitorios y - 143015231 | Urbania Peru,"(Cod.DS-LYPY1019) Entrega Inmediata Lujoso edificio ubicado en Avenida Ricardo Palma, Urbanización Aurora - Miraflores. Rodeado de parques, cerca a restau...",3.0,3.0,2.0,194.0,Aurora,"Miraflores, Lima, Lima, Peru urbania"
149152707,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-miraflores-lima-4-dormitorios-ascensor-149152707,MIRAFLORES,"Venta Departamento en Miraflores S/ 1,426,000",PEN,1426000.0,710.0,Apartment,Venta de Departamento en Miraflores - Lima 4 Dormitorios y - 149152707 | Urbania Peru,Este espectacular Dúplex en la Calle Porta cuadra 5 acaba de bajar de precio y es el equilibrio perfecto entre la energía vibrante de Miraflores y la sere...,4.0,4.0,3.0,233.0,Miraflores,"Lima, Lima, Peru urbania, "
150795153,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-golf-los-incas-santiago-de-surco-4-dormitorios-ascensor-150795153,GOLF LOS INCAS,"Venta Departamento en Golf Los Incas S/ 2,805,000",PEN,2805000.0,,Apartment,Venta de Departamento en Santiago de Surco - Lima 4 Dormitorios y - 150795153 | Urbania Peru,Sofisticación y Amplitud Frente al Golf: Un Refugio de Lujo Absoluto Este majestuoso penthouse dúplex de 558 m² representa la cumbre del diseño residenci...,4.0,4.0,4.0,558.0,Golf Los Incas,"Santiago de Surco, Lima, Lima, Peru urbania"
150931410,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-miraflores-lima-3-dormitorios-150931410,MIRAFLORES,"Venta Departamento en Miraflores S/ 1,870,000",PEN,1870000.0,1400.0,Apartment,Venta de Departamento en Miraflores - Lima 3 Dormitorios y - 150931410 | Urbania Peru,"Primer piso: Sala, comedor muy iluminados. Las 2 áreas tienen salida a balcón Baño de visitas Ambiente que puede funcionar como cuarto o...",3.0,3.0,2.0,220.0,Miraflores,"Lima, Lima, Peru urbania, "
150927127,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-miraflores-lima-2-dormitorios-ascensor-150927127,MIRAFLORES,"Venta Departamento en Miraflores S/ 550,800",PEN,550800.0,300.0,Apartment,Venta de Departamento en Miraflores - Lima 2 Dormitorios y - 150927127 | Urbania Peru,Se Vende Amoblado y equipado hermoso departamento en Surco limite con Miraflores ubicado en una zona tranquila y con faciles accesos. El Departamento se e...,2.0,2.0,2.0,71.0,Miraflores,"Lima, Lima, Peru urbania, "
59380611,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-paracas-pisco-59380611,PARACAS PISCO,"Venta Terreno / Lote en Paracas S/ 1,617,270",PEN,1617270.0,,,,,,,,,,
13461873,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-san-juan-chorrillos-13461873,SAN JUAN CHORRILLOS,"Venta Terreno / Lote en San Juan S/ 247,500",PEN,247500.0,,,,,,,,,,
150939504,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-jesus-maria-lima-1-dormitorio-ascensor-150939504,JESÚS MARÍA,"Venta Departamento en Jesús María S/ 332,000",PEN,332000.0,,Apartment,Venta de Departamento en Jesús María - Lima 1 Dormitorio y - 150939504 | Urbania Peru,"Dpto. en zona céntrica a pasos de la zona comercial de Jesús Maria y plaza San José. Con todo a la mano, este dpto. tiene una excelente distrib...",1.0,1.0,1.0,43.0,Jesús María,"Lima, Lima, Peru urbania, "
150931932,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-la-planicie-la-molina-5-a-mas-dormitorios-150931932,LA PLANICIE LA MOLINA 5 A MAS DORMITORIOS,"Venta Terreno / Lote en La Planicie S/ 9,000,000",PEN,9000000.0,1.0,,,,,,,,,
149609467,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-cayma-arequipa-2-dormitorios-ascensor-149609467,CAYMA,"Venta Departamento en Cayma S/ 640,000",PEN,640000.0,220.0,Apartment,Venta de Departamento en Cayma - Arequipa 2 Dormitorios y - 149609467 | Urbania Peru,Lindo departamento de 112M2. 4to Piso. Excelente vista e iluminación. Sala-comedor. Cocina estilo americano. con mesada de granito. 2 Dormitorios. Dormito...,2.0,2.0,2.0,140.0,Cayma,"Arequipa, Arequipa, Peru urbania, "
150922709,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-jorge-chavez-surquillo-4-dormitorios-ascensor-150922709,JORGE CHAVEZ,"Venta Departamento en Jorge Chavez S/ 840,397",PEN,840397.0,150.0,Apartment,Venta de Departamento en Surquillo - Lima 4 Dormitorios y - 150922709 | Urbania Peru,"VENTA DE DUPLEX EN SURQUILLO Espectacular Dúplex de 151 m² Ubicado en la cdra. 6 de Av. Principal, a pasos de parques y zonas comerc...",4.0,4.0,3.0,151.0,Jorge Chavez,"Surquillo, Lima, Lima, Peru urbania"
150912162,https://urbania.pe/inmueble/clasificado/veclcain-venta-de-casa-en-miraflores-lima-3-dormitorios-150912162,MIRAFLORES,"Venta Casa en Miraflores S/ 3,083,800",PEN,3083800.0,,House,Venta de Casa en Miraflores - Lima 3 Dormitorios y - 150912162 | Urbania Peru,VENTA DE TERRENO EN LA AURORA – MIRAFLORES | 504 m²Excelente oportunidad de inversión para desarrollo inmobiliario Ubicada en una de las zonas ...,3.0,3.0,4.0,504.0,Miraflores,"Lima, Lima, Peru urbania, "
150929273,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-lince-lima-3-dormitorios-150929273,LINCE,"Venta Departamento en Lince S/ 469,000",PEN,469000.0,,Apartment,Venta de Departamento en Lince - Lima 3 Dormitorios y - 150929273 | Urbania Peru,"Departamento de 62.41 m², con 3 dormitorios y 2 baños, en Lince. Una alternativa a evaluar para quienes buscan invertir en un departamento de estreno con ...",3.0,3.0,2.0,62.0,Lince,"Lima, Lima, Peru urbania, "
150951376,https://urbania.pe/inmueble/clasificado/veclcain-venta-de-casa-en-pueblo-libre-lima-1-dormitorio-150951376,PUEBLO LIBRE,"Venta Casa en Pueblo Libre S/ 837,500",PEN,837500.0,,House,Venta de Casa en Pueblo Libre - Lima 1 Dormitorio y - 150951376 | Urbania Peru,"CASA EN VENTA – PUEBLO LIBRE Precio: US$250,000 Área de terreno: 120 m² ¡Excelente oportunidad para construir la casa que siempre soñaste o desarrollar un...",1.0,1.0,1.0,120.0,Pueblo Libre,"Lima, Lima, Peru urbania, "
150665539,https://urbania.pe/inmueble/clasificado/veclcpin-venta-de-casa-de-playa-en-pucusana-pucusana-5-a-mas-dormitorios-150665539,PUCUSANA PUCUSANA 5 A MAS DORMITORIOS,"Venta Casa de playa en Pucusana S/ 2,455,000",PEN,2455000.0,2000.0,,,,,,,,,
149325114,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-las-casuarinas-santiago-de-surco-3-dormitorios-ascensor-149325114,LAS CASUARINAS,"Venta Departamento en Las Casuarinas S/ 1,297,450",PEN,1297450.0,650.0,Apartment,Venta de Departamento en Santiago de Surco - Lima 3 Dormitorios y - 149325114 | Urbania Peru,"Exclusivo departamento duplex en la Urb. Las Casuarinas, en el cerro San francisco con tranquera. Gran seguridad a cargo de la Asociación Casuarinas.",3.0,3.0,3.0,234.0,Las Casuarinas,"Santiago de Surco, Lima, Lima, Peru urbania"
150934461,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-san-miguel-lima-1-dormitorio-150934461,SAN MIGUEL,"Venta Departamento en San Miguel S/ 300,600",PEN,300600.0,,Apartment,Venta de Departamento en San Miguel - Lima 1 Dormitorio y - 150934461 | Urbania Peru,"Ubicado en Av. Bertolotto, a pasos del Malecón Bertolotto, Av. Costanera y Circuito de Playas. Edificio Atlantik Ocean Tower Moderno edif...",1.0,1.0,1.0,47.0,San Miguel,"Lima, Lima, Peru urbania, "
150306766,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-higuereta-santiago-de-surco-1-dormitorio-ascensor-150306766,HIGUERETA,"Venta Departamento en Higuereta S/ 519,405",PEN,519405.0,420.0,Apartment,Venta de Departamento en Santiago de Surco - Lima 1 Dormitorio y - 150306766 | Urbania Peru,"Acogedor y funcional departamento ubicado en Jr. Marcona, Surco, en primer piso, ideal para quienes buscan comodidad y fácil acceso. Cuenta con ingreso di...",1.0,1.0,1.0,106.0,Higuereta,"Santiago de Surco, Lima, Lima, Peru urbania"
150966140,https://urbania.pe/inmueble/proyecto/veunapin-venta-de-departamento-en-san-miguel-lima-2-dormitorios-150966140,SAN MIGUEL,,,,,Apartment,Venta de Departamento en San Miguel - Lima 2 Dormitorios y - 150966140 | Urbania Peru,Departamento de 2 dormitorios....,2.0,2.0,2.0,45.0,San Miguel,"Lima, Lima, Peru urbania, "
150927663,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-surquillo-lima-150927663,SURQUILLO,"Venta Terreno / Lote en Surquillo S/ 2,210,000",PEN,2210000.0,,,,,,,,,,
150023185,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-chacarilla-del-estanque-santiago-de-surco-2-dormitorios-ascensor-150023185,CHACARILLA DEL ESTANQUE,"Venta Departamento en Chacarilla Del Estanque S/ 970,000",PEN,970000.0,400.0,Apartment,Venta de Departamento en Santiago de Surco - Lima 2 Dormitorios y - 150023185 | Urbania Peru,"Excelente ubicación, a pasos de Caminos del Inca, en una de las zonas más exclusivas y residenciales de Surco. Departamento ubicado en 2do piso con ascen...",2.0,2.0,4.0,104.0,Chacarilla Del Estanque,"Santiago de Surco, Lima, Lima, Peru urbania"
4065755,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-san-isidro-lima-4-dormitorios-ascensor-4065755,SAN ISIDRO,"Venta Departamento en San Isidro S/ 1,786,000",PEN,1786000.0,850.0,Apartment,Venta de Departamento en San Isidro - Lima 4 Dormitorios y - 4065755 | Urbania Peru,"ÉSTA PROPIEDAD NO SE COMPARTE CON AGENTES INMOBILIARIOS. (Cod. DS-SIVT164) Acogedor departamento flat ubicado en piso 8 de edificio en Av. Miró Quesada, e...",4.0,4.0,3.0,266.0,San Isidro,"Lima, Lima, Peru urbania, "
150974706,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-san-juan-de-lurigancho-lima-150974706,SAN JUAN DE LURIGANCHO,"Venta Terreno / Lote en San Juan de Lurigancho S/ 400,800",PEN,400800.0,,,,,,,,,,
150743182,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-los-huertos-de-villa-chorrillos-150743182,LOS HUERTOS DE VILLA CHORRILLOS,"Venta Terreno / Lote en Los Huertos De Villa S/ 6,780,000",PEN,6780000.0,,,,,,,,,,
150060939,https://urbania.pe/inmueble/proyecto/veunapin-venta-de-departamento-en-miraflores-lima-2-dormitorios-150060939,MIRAFLORES,,,,,Apartment,Venta de Departamento en Miraflores - Lima 2 Dormitorios y - 150060939 | Urbania Peru,Un espacio íntimo para diseñar tu estilo de vida....,2.0,2.0,2.0,68.0,Miraflores,"Lima, Lima, Peru urbania, "
146742398,https://urbania.pe/inmueble/clasificado/veclocin-venta-de-oficina-en-pando-etapa-i-san-miguel-ascensor-146742398,PANDO ETAPA I SAN MIGUEL ASCENSOR,"Venta Oficina en Pando Etapa I S/ 393,800",PEN,393800.0,250.0,,,,,,,,,
150917748,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-santiago-de-surco-lima-3-dormitorios-ascensor-150917748,SANTIAGO DE SURCO,"Venta Departamento en Santiago de Surco S/ 620,050",PEN,620050.0,250.0,Apartment,Venta de Departamento en Santiago de Surco - Lima 3 Dormitorios y - 150917748 | Urbania Peru,DEPARTAMENTO TOTALMENTE REMODELADO EN SURCO AO &#x3D; 90m2 / AT &#x3D; 90m2 / Antigüedad &#x3D; 18 años / Remodelado &#x3D; Hace 4 meses UBICACIÓN.- E...,3.0,3.0,2.0,90.0,Santiago de Surco,"Lima, Lima, Peru urbania, "
144611992,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-paracas-pisco-144611992,PARACAS PISCO,"Venta Terreno / Lote en Paracas S/ 374,750",PEN,374750.0,500.0,,,,,,,,,
150848104,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-lima-cercado-lima-3-dormitorios-ascensor-150848104,LIMA CERCADO,"Venta Departamento en Lima Cercado S/ 608,700",PEN,608700.0,490.0,Apartment,Venta de Departamento en Lima Cercado - Lima 3 Dormitorios y - 150848104 | Urbania Peru,"¡Vive con amplitud, comodidad y una vista privilegiada de la ciudad! Ubicado en Mariano Cornejo, cuadra 14, en una zona estratégica y con excelente conec...",3.0,3.0,3.0,120.0,Lima Cercado,"Lima, Lima, Peru urbania, "
13325284,https://urbania.pe/inmueble/clasificado/veclniin-venta-de-local-industrial-en-villa-el-salvador-lima-ascensor-13325284,VILLA EL SALVADOR,"Venta Local industrial en Villa el Salvador S/ 8,329,306",PEN,8329306.0,,,,,,,,,,
148292126,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-maranga-san-miguel-3-dormitorios-ascensor-148292126,MARANGA,"Venta Departamento en Maranga S/ 429,000",PEN,429000.0,100.0,Apartment,Venta de Departamento en San Miguel - Lima 3 Dormitorios y - 148292126 | Urbania Peru,"Departamentos de estreno, ubicado en segundo piso , no paga alcabala Proyecto boutique con solo 10 departamentos, pensado para darte tranquilidad, comodid...",3.0,3.0,2.0,74.0,Maranga,"San Miguel, Lima, Lima, Peru urbania"
150944358,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-santiago-de-surco-lima-3-dormitorios-150944358,SANTIAGO DE SURCO,"Venta Departamento en Santiago de Surco S/ 506,000",PEN,506000.0,150.0,Apartment,Venta de Departamento en Santiago de Surco - Lima 3 Dormitorios y - 150944358 | Urbania Peru,"Disfruta de vivir en un departamento amplio, cómodo y con excelente iluminación, con fácil acceso a la Av. Los Próceres y Guardia Civil Norte, cerca de su...",3.0,3.0,2.0,108.0,Santiago de Surco,"Lima, Lima, Peru urbania, "
149353011,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-san-sebastian-cusco-149353011,SAN SEBASTIAN CUSCO,"Venta Terreno / Lote en San Sebastian S/ 207,600",PEN,207600.0,,,,,,,,,,
145153341,https://urbania.pe/inmueble/clasificado/veclcain-venta-de-casa-en-yanahuara-arequipa-5-a-mas-dormitorios-145153341,YANAHUARA,"Venta Casa en Yanahuara S/ 8,671,000",PEN,8671000.0,,House,Venta de Casa en Yanahuara - Arequipa 60 Dormitorios y - 145153341 | Urbania Peru,"¡Ideal hotel, colegio, universidad, clínica, etc.! Extraordinaria propiedad cerca del Policlínico de Yanahuara y la Recoleta. Más de 1,500m² de A. Terre...",60.0,60.0,12.0,1524.0,Yanahuara,"Arequipa, Arequipa, Peru urbania, "
150940494,https://urbania.pe/inmueble/clasificado/veclcain-venta-de-casa-en-el-agustino-lima-5-a-mas-dormitorios-150940494,EL AGUSTINO,"Venta Casa en El Agustino S/ 851,700",PEN,851700.0,,House,Venta de Casa en El Agustino - Lima 7 Dormitorios y - 150940494 | Urbania Peru,CONTACTO: Francis Gardois TELÉFONO: 9*3*9*4*1*9*1*5*6 *CON CONTRATO DE POSESION POR LA ASOC DE VIVIENDA* PROX AÑO SALE PARTIDA REGISTRAL PR...,7.0,7.0,5.0,425.0,El Agustino,"Lima, Lima, Peru urbania, "
148784950,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-chorrillos-lima-3-dormitorios-ascensor-148784950,CHORRILLOS,"Venta Departamento en Chorrillos S/ 415,800",PEN,415800.0,,Apartment,Venta de Departamento en Chorrillos - Lima 3 Dormitorios y - 148784950 | Urbania Peru,"Moderno proyecto ubicado en la Avenida Faisanes, muy cerca de Real Plaza Guardia Civil. Hermosos departamentos con acabados de gran calidad; además de con...",3.0,3.0,2.0,65.0,Chorrillos,"Lima, Lima, Peru urbania, "
150406805,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-san-martin-sunampe-150406805,SAN MARTIN SUNAMPE,"Venta Terreno / Lote en San Martin S/ 1,480,000",PEN,1480000.0,,,,,,,,,,
150345034,https://urbania.pe/inmueble/clasificado/veclcain-venta-de-casa-en-el-sol-de-la-molina-et3-la-molina-3-dormitorios-150345034,EL SOL DE LA MOLINA ET.3,"Venta Casa en El Sol De La Molina Et.3 S/ 5,600,000",PEN,5600000.0,,House,Venta de Casa en La Molina - Lima 3 Dormitorios y - 150345034 | Urbania Peru,VENTA DE 4 CASAS EN EXCLUSIVO CONDOMINIO EN SOL DE LA MOLINA Ubicados: Calle Costa de Oro 120 - Lote 3 Mz 3-B - III Etapa Urb el sol de La Molina A.T 165...,3.0,3.0,3.0,1650.0,El Sol De La Molina Et.3,"La Molina, Lima, Lima, Peru urbania"
150969870,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-santiago-de-surco-lima-3-dormitorios-150969870,SANTIAGO DE SURCO,"Venta Departamento en Santiago de Surco S/ 1,318,800",PEN,1318800.0,,Apartment,Venta de Departamento en Santiago de Surco - Lima 3 Dormitorios y - 150969870 | Urbania Peru,"Edificio de nueva construcción de nueve pisos, este exclusivo departamento, ubicado en el noveno piso, ofrece una cautivadora vista a la calle. La segurid...",3.0,3.0,4.0,172.0,Santiago de Surco,"Lima, Lima, Peru urbania, "
150963827,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-miraflores-lima-3-dormitorios-150963827,MIRAFLORES,"Venta Departamento en Miraflores S/ 1,088,000",PEN,1088000.0,650.0,Apartment,Venta de Departamento en Miraflores - Lima 3 Dormitorios y - 150963827 | Urbania Peru,"Amplio y moderno departamento de 119 m² ubicado en la Av. 28 de Julio, en una excelente zona de Miraflores, con fácil acceso a principales avenidas, comer...",3.0,3.0,2.0,119.0,Miraflores,"Lima, Lima, Peru urbania, "
90171783,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-cieneguilla-lima-90171783,CIENEGUILLA,"Venta Terreno / Lote en Cieneguilla S/ 513,590",PEN,513590.0,834.0,,,,,,,,,
146633590,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-honor-y-lealtad-santiago-de-surco-3-dormitorios-ascensor-146633590,HONOR Y LEALTAD,"Venta Departamento en Honor Y Lealtad S/ 770,000",PEN,770000.0,,Apartment,Venta de Departamento en Santiago de Surco - Lima 3 Dormitorios y - 146633590 | Urbania Peru,Hermoso Flat de Estreno en Santiago de Surco. No Paga Alcabala Descubra un Nuevo Nivel de Vida en Nuestro Exclusivo Edificio Eco-Sostenible Ubicado es...,3.0,3.0,2.0,110.0,Honor Y Lealtad,"Santiago de Surco, Lima, Lima, Peru urbania"
150688902,https://urbania.pe/inmueble/clasificado/veclcain-venta-de-casa-en-santa-teresa-de-las-gardenias-santiago-de-surco-4-dormitorios-150688902,SANTA TERESA DE LAS GARDENIAS,"Venta Casa en Santa Teresa De Las Gardenias S/ 1,800,000",PEN,1800000.0,500.0,House,Venta de Casa en Santiago de Surco - Lima 4 Dormitorios y - 150688902 | Urbania Peru,Vendo linda casa en condominio de 11 casas remodelada en Jr. Batallón Callao Norte cuadra 2 – Urbanización Santa Teresa - Surco – AT:234m2 – AC:345m2 - Pi...,4.0,4.0,4.0,234.0,Santa Teresa De Las Gardenias,"Santiago de Surco, Lima, Lima, Peru urbania"
150441590,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-san-miguel-lima-3-dormitorios-150441590,SAN MIGUEL,"Venta Departamento en San Miguel S/ 390,000",PEN,390000.0,,Apartment,Venta de Departamento en San Miguel - Lima 3 Dormitorios y - 150441590 | Urbania Peru,Vendo departamento OCASION SAN MIGUEL LIMITE MAGDALENA ALTURA MUNICIPALIDAD SAN MIGUEL Y CERCA A POCAS CUADRAS DEL MALECON BERTOLOTO RODEADO DE PARQUES Y ...,3.0,3.0,2.0,81.0,San Miguel,"Lima, Lima, Peru urbania, "
150909903,https://urbania.pe/inmueble/clasificado/veclcdpa-venta-de-casa-de-campo-en-huayllabamba-urubamba-4-dormitorios-150909903,HUAYLLABAMBA URUBAMBA 4 DORMITORIOS,"Venta Casa de campo en Huayllabamba S/ 1,512,000",PEN,1512000.0,,,,,,,,,,
149251930,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-pueblo-libre-lima-1-dormitorio-ascensor-149251930,PUEBLO LIBRE,"Venta Departamento en Pueblo Libre S/ 309,935",PEN,309935.0,150.0,Apartment,Venta de Departamento en Pueblo Libre - Lima 1 Dormitorio y - 149251930 | Urbania Peru,"Entrega Inmediata | Av. Mariano Cornejo | NO PAGA ALCABALA ¿Buscas independencia, estilo y una ubicación estratégica? Este departamento de estreno es la o...",1.0,1.0,1.0,50.0,Pueblo Libre,"Lima, Lima, Peru urbania, "
150965541,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-la-calera-de-la-merced-surquillo-3-dormitorios-150965541,LA CALERA DE LA MERCED,"Venta Departamento en La Calera De La Merced S/ 376,660",PEN,376660.0,,Apartment,Venta de Departamento en Surquillo - Lima 3 Dormitorios y - 150965541 | Urbania Peru,"Vive con excelente conectividad, áreas comunes de primer nivel y en una ubicación estratégica al límite con San Borja. Este acogedor departamento flat de ...",3.0,3.0,2.0,65.0,La Calera De La Merced,"Surquillo, Lima, Lima, Peru urbania"
145506420,https://urbania.pe/inmueble/clasificado/veclcpin-venta-de-casa-de-playa-en-asia-canete-5-a-mas-dormitorios-ascensor-145506420,ASIA CANETE 5 A MAS DORMITORIOS ASCENSOR,"Venta Casa de playa en Asia S/ 1,084,600",PEN,1084600.0,,,,,,,,,,
150950764,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-san-miguel-lima-1-dormitorio-ascensor-150950764,SAN MIGUEL,"Venta Departamento en San Miguel S/ 225,348",PEN,225348.0,,Apartment,Venta de Departamento en San Miguel - Lima 1 Dormitorio y - 150950764 | Urbania Peru,"Precio de Venta en soles - ¡No pierdas la oportunidad de ser parte de Carolina del Mar, ofrecemos un departamento en Pre-Venta de 1 dormitorio, en 7mo. pi...",1.0,1.0,1.0,42.0,San Miguel,"Lima, Lima, Peru urbania, "
150564577,https://urbania.pe/inmueble/clasificado/vecltein-venta-de-terreno-en-wakama-san-vicente-de-canete-150564577,WAKAMA SAN VICENTE DE CANETE,"Venta Terreno / Lote en Wakama S/ 68,000",PEN,68000.0,,,,,,,,,,
150962882,https://urbania.pe/inmueble/clasificado/vecllcin-venta-de-local-comercial-en-independencia-lima-150962882,INDEPENDENCIA,"Venta Local comercial en Independencia S/ 72,156,051",PEN,72156051.0,,,,,,,,,,
